Original_Target,Suggested_Simplified_Target and Disease Common Name,Target_Type,Crop/Specification,Causal organism,Count,Examples,Notes,,,,Count:,2584
Botrytis blossom and shoot blight/green fruit rot,"Blossom Blight, Shoot Blight, Green Fruit Rot",Disease,,Botrytis spp.,6,Pageant Intrinsic Brand Fungicide; Endura Pro fungicide,,,,,,
Botrytis blossom and Twig blight,"Blossom Blight, Twig Blight",Disease,,Botrytis spp.,1,ENDORSE Water Dispersible Granules,,,,,,
Botrytis blossom blight,Blossom Blight,Disease,,Botrytis spp.,4,VEGGIETURBO 5SC,,,,,,
Botrytis Blossom Blight (Botrytis cinerea),Blossom Blight,Disease,,Botrytis spp.,8,PHC 25279,,,,,,
Botrytis Blossom End Rot,Blossom End Rot,Disease,,Botrytis spp.,1,Captan 38.75% FL,,,,,,
Botrytis blossom end rot,Blossom End Rot,Disease,,Botrytis spp.,14,DREXEL 80% KAPTAN; Captan 50% WP; Captan 4L; DCC Captan 4L; DREXEL 80% CAPTAN,,,,,,
Botrytis blossom-end rot,Blossom End Rot,Disease,,Botrytis spp.,5,CAPTAN GOLD 4L; Prism Captan 80 WDG; Captan 50 Wettable Powder; Captan 50-W,,,,,,
Botrytis blossom-end-rot,Blossom End Rot,Disease,,Botrytis spp.,8,ADA 76901; Captan 4L; Captan 80 DF; Captan 80 WDG; Captan 80WDG,,,,,,
Botrytis Bunch Rot,Bunch Rot,Disease,,Botrytis spp.,66,A-Zox 25SC; A225.09; A225.11; A230.03; A-Zox 50WDG,,,,,,
Botrytis bunch rot,Bunch Rot,Disease,,Botrytis spp.,42,Azoxystrobin 11% + Tebuconazole 18% FL; A253.07; AX Cyprodinil 75; Arkos; Avalaire Cyprodinil WG,,,,,,
Botrytis Bunch Rot (Botrytis cinerea),Bunch Rot,Disease,,Botrytis spp.,2,PHC 25279,,,,,,
Botrytis Bunch Rot (suppression only),Bunch Rot,Disease,,Botrytis spp.,1,Avalaire Azoxy + Difen,,,,,,
Botrytis bunch rot (suppression only),Bunch Rot,Disease,,Botrytis spp.,4,Mika WG; HELMSTAR PLUS SC; HAG-R-00452; A225.05,,,,,,
Botrytis Bunch Rot (Suppression),Bunch Rot,Disease,,Botrytis spp.,1,Abound Flowable Fungicide,,,,,,
Botrytis Bunch Rot (suppression),Bunch Rot,Disease,,Botrytis spp.,13,AX AZOXY 229; Avalaire Azoxy 2 SC; Azoxystrobin 2.08 lb SC; AZOXYSTROBIN 22.9% SC; A225.13,,,,,,
Botrytis bunch rot (suppression),Bunch Rot,Disease,,Botrytis spp.,6,GCS Tebustrobin SC; A23089 Fungicide; TEBUCON 45 DF FUNGICIDE; Heritage Fungicide; A253.03,,,,,,
Botrytis Bunch Rot and Blight,"Bunch Rot, Blight",Disease,,Botrytis spp.,9,Avalaire Cyprodinil + Difenoconazole; A253.08; Inspire Super; LPI.A005; A253.05 [Vango ESQ],,,,,,
Botrytis bunch rot/Gray mold,"Bunch Rot, Gray Mold",Disease,,Botrytis spp.,1,Luna Tranquility,,,,,,
Botrytis cinerea,Botrytis cinerea,Other,,Botrytis spp.,92,Elevate 50 WDG Fungicide; Botran 75-W; BOTRY-Zen; Bio-Save 10 NT Biological Fungicide; BW165E WP,Review needed - unclear target type,,,,,
Botrytis cinerea (Botrytis fruit rot or blight),"Fruit Rot, Blight",Disease,,Botrytis spp.,22,MBI-601 EP,,,,,,
Botrytis cinerea (gray mold),Gray Mold,Disease,,Botrytis spp.,6,NEXY,,,,,,
Botrytis cinerea),Botrytis cinerea,Other,,Botrytis spp.,2,PHC 25279,Review needed - unclear target type,,,,,
Botrytis Crown Rot,Crown Rot,Disease,,Botrytis spp.,3,Rovral 4 Flowable Fungicide; Iprodione 4F Fungicide; Iprodione 4L AG,,,,,,
Botrytis crown rot,Crown Rot,Disease,,Botrytis spp.,5,ENDORSE Water Dispersible Granules,,,,,,
Botrytis Crown Rot / Grey Mold (Botrytis cinerea),"Crown Rot, Gray Mold",Disease,,Botrytis spp.,2,PHC 25279,,,,,,
Botrytis damping off,Damping Off,Other,,Botrytis spp.,1,ENDORSE Water Dispersible Granules,Review needed - unclear target type,,,,,
Botrytis foliar blight and fruit rot,"Blight, Fruit Rot",Disease,,Botrytis spp.,1,Palladium,,,,,,
Botrytis Fruit Rot,Fruit Rot,Disease,,Botrytis spp.,42,A20259 Crop; A23089 Fungicide; A230.04; A20560 Crop Fungicide; A230.03,,,,,,
Botrytis fruit rot,Fruit Rot,Disease,,Botrytis spp.,59,AX Cyprodinil 75; Avalaire Fluazinam 4F; A228.03; A254.02; Avalaire Cyprodinil WG,,,,,,
Botrytis Fruit Rot / Grey Mold (Botrytis cinerea),"Fruit Rot, Gray Mold",Disease,,Botrytis spp.,10,PHC 25279,,,,,,
Botrytis Gray Mold,Gray Mold,Disease,,Botrytis spp.,47,Captan 38.75% FL; Echo RTU; CPI Chlorothalonil Multipurpose Fungicide; Bonide Fung-onil Multi-purpose Fungicide Ready to Use; CP Multi-Purpose Fungicide Ready-To-Use,,,,,,
Botrytis gray mold,Gray Mold,Disease,,Botrytis spp.,201,ADA 76901; 26/36 Fungicide; Applause DF Fungicide; A254.02; A265.01,,,,,,
Botrytis gray mold (suppression),Gray Mold,Disease,,Botrytis spp.,4,LIBERTY PYRAC-TRZ; Merivon Xemium Brand Fungicide,,,,,,
Botrytis Gray Mold or Berry Rot,"Gray Mold, Berry Rot",Disease,,Botrytis spp.,2,CAPTAN 80 WDG,,,,,,
Botrytis gray mold or berry rot,"Gray Mold, Berry Rot",Disease,,Botrytis spp.,9,LPI.A050; Captan 50 Wettable Powder; Captan 80 DF,,,,,,
Botrytis grey mold,Gray Mold,Disease,,Botrytis spp.,1,Chlorothalonil 900,,,,,,
Botrytis Leaf Blight,Botrytis Leaf Mold,Disease,,Botrytis spp.,6,QRD 145; Serenade Garden Disease Control Ready to Use; QST 713 H&G; Dexter Max Fungicide,,,,,,
Botrytis leaf blight,Botrytis Leaf Mold,Disease,,Botrytis spp.,3,Ridomil Gold Bravo SC; VEGGIETURBO 5SC; Endura Pro fungicide,,,,,,
Botrytis Leaf Mold,Botrytis Leaf Mold,Disease,,Botrytis spp.,3,ELIXIR™ fungicide; Equus 720 SST Fungicide,,,,,,
Botrytis Leaf mold,Botrytis Leaf Mold,Disease,,Botrytis spp.,2,Echo® 459/Cymoxanil 61; Echo 378/Cymoxanil 50,,,,,,
Botrytis leaf mold,Botrytis Leaf Mold,Disease,,Botrytis spp.,20,Bravo 720; Bravo 825 Agricultural Fungicide; AVALAIRE CHLOROTHALONIL 720 F; A265.01; AX CHLOROTHALONIL,,,,,,
Botrytis Leaf Mold (Botrytis cinerea),Botrytis Leaf Mold,Disease,,Botrytis spp.,1,EQUUS DF,,,,,,
Botrytis Leaf Spot,Leaf Spot,Disease,,Botrytis spp.,1,DISTINGUISH 480 SC FUNGICIDE,,,,,,
Botrytis leaf spot,Leaf Spot,Disease,,Botrytis spp.,6,Scala Brand SC Fungicide; FLU+DFO; Sharda Prothio. 16% + Trifloxy. 13.7% SC; Propulse; Luna Tranquility,,,,,,
Botrytis Neck Rot,Neck Rot,Disease,,Botrytis spp.,4,QRD 145; Serenade Garden Disease Control Ready to Use; QST 713 H&G,,,,,,
Botrytis on foliage,Botrytis Leaf Mold,Other,,Botrytis spp.,2,Azoxystrobin 2.08 lb SC,Review needed - unclear target type,,,,,
Botrytis on foliage (suppression),Botrytis Leaf Mold,Other,,Botrytis spp.,1,Heritage Fungicide,Review needed - unclear target type,,,,,
Botrytis on the Foliage,Botrytis Leaf Mold,Other,,Botrytis spp.,1,Azoxystrobin 296 g/L + Flutriafol 218 g/L SC,Review needed - unclear target type,,,,,
Botrytis on the foliage (suppression only),Botrytis Leaf Mold,Other,,Botrytis spp.,1,A225.05,Review needed - unclear target type,,,,,
Botrytis Rot,Rot,Disease,,Botrytis spp.,9,Sharda Bos. 25.2% + Pyra. 12.8% WG II; Captan 38.75% FL; Endorse Water Dispersible Granules; CAPTAN 80 WDG; Sharda Bos. 25.2% + Pyra. 12.8% WG,,,,,,
Botrytis rot,Rot,Disease,,Botrytis spp.,71,ADA 76901; Captan 4L; Botran 75-W; Captan 50 Wettable Powder; Botran P 5F Fungicide,,,,,,
Botrytis Rots,Rot,Disease,,Botrytis spp.,2,Thiabendazole 98% Crop Dip,,,,,,
Botrytis rots,Rot,Disease,,Botrytis spp.,15,Treoris; Vertisan; Fontelis,,,,,,
Botrytis rots and blights,"Blight, Rot",Disease,,Botrytis spp.,6,DuPont™ Aproach®; Fontelis,,,,,,
Botrytis species,Botrytis spp.,Other,,Botrytis spp.,1,Phobos FC,Review needed - unclear target type,,,,,
Botrytis species diseases,Botrytis spp.,Disease,,Botrytis spp.,3,IPRODIONE 50EG T&O,,,,,,
Botrytis spp.,Botrytis spp.,Other,,Botrytis spp.,76,Pageant Intrinsic Brand Fungicide; Integral® II; Julietta; Chem-Tek 100; CH2970/CH3000,Review needed - unclear target type,,,,,
Botrytis spp. (seedborne fungi causing seed decay and damping-off),Damping Off,Other,,Botrytis spp.,1,Xemium 2.78 Fungicide ST,Review needed - unclear target type,,,,,
Botrytis spur and Blossom blight,"Spur Blight, Blossom Blight",Disease,,Botrytis spp.,2,ENDORSE Water Dispersible Granules,,,,,,
Botrytis Spur Blight,Spur Blight,Disease,,Botrytis spp.,1,Captan 38.75% FL,,,,,,
Botrytis spur blight,Spur Blight,Disease,,Botrytis spp.,2,Captan 4L,,,,,,
Botrytis stem rot,Stem Rot,Disease,,Botrytis spp.,1,Botran 75-W,,,,,,
Botrytis Storage Rot,Rot,Disease,,Botrytis spp.,6,IPRODIONE 2SE TURF; IPRODIONE 50WP T&O,,,,,,
Botrytis suppression,Botrytis spp.,Other,,Botrytis spp.,1,Tide Azoxystrobin 2SC,Review needed - unclear target type,,,,,
Botrytis Vine Rot,Botrytis Vine Rot,Disease,,Botrytis spp.,8,Equus 720 SST Fungicide; Echo RTU; CPI Chlorothalonil Multipurpose Fungicide; Bonide Fung-onil Multi-purpose Fungicide Ready to Use; CP Multi-Purpose Fungicide Ready-To-Use,,,,,,
Botrytis vine rot,Botrytis Vine Rot,Disease,,Botrytis spp.,51,Barrachlor Fungicide; AVALAIRE CHLOROTHALONIL 720 F; A265.01; AX CHLOROTHALONIL; Bravo 500,,,,,,
Botrytis),Botrytis spp.,Other,,Botrytis spp.,1,Quali-Pro™ 4.5,Review needed - unclear target type,,,,,
Botrytis/ Gray Mold,Gray Mold,Disease,,Botrytis spp.,1,SERENADE ASO,,,,,,
Botrytis/Gray Mold (Botrytis cinerea),Gray Mold,Disease,,Botrytis spp.,15,Vismax Specialty,,,,,,
Bottom Rot,Bottom Rot,Disease,,,3,Zorda WG Biological Fungicide; Avalaire Azoxy 2 SC; Tetraban Fungicide,,,,,,
Bottom rot,Bottom Rot,Disease,,,12,AX AZOXY 229; ENDORSE Water Dispersible Granules; PROBLAD VERDE; GH DNMT; CX-9032,,,,,,
Bottom/Stem Rot,"Bottom Rot, Stem Rot",Disease,,,4,Companion® Maxx Liquid Biological Fungicide,,,,,,
Box Elder Bug,Box Elder Bugs,Insect,,,7,ORTHENE 97 PELLETS,,,,,,
Box Elder Bugs,Box Elder Bugs,Insect,,,30,NEU1161 RTU; Aerosol NEU1161 RTU; Pyrol-O RTU; CINNACURETM A300S; MGK Wasp & Hornet Killer Aerosol,,,,,,
Box Rot,Box Rot,Disease,,,3,ENDORSE Water Dispersible Granules; Sharda Fludioxonil 50% WDG; Iprodione 4F Fungicide,,,,,,
Box rot,Box Rot,Disease,,,1,Natamycin L,,,,,,
Box rot (Rhizopus stolonifer),Box Rot,Disease,,Rhizopus stolonifer,1,Cannonball WG,,,,,,
Boxelder Bugs,Boxelder Bugs,Insect,,,3,EVERCIDE Permethrin Insect Repellent 27701; MULTICIDE House and Garden Insect Killer 2553; Evercide® Permethrin Multi-Purpose Spray 27781,,,,,,
Boxelder bugs,Boxelder Bugs,Insect,,,28,Dominion 1.47% Plus Lambda 0.5% Liquid; LAMBDA 0.002% READY TO USE; Bonide Lambda 0.5% Concentrate; Chemsico Aerosol Insecticide GSF; Bonide Eight Insect Control Yard & Garden Ready To Spray,,,,,,
boxelder bugs,Boxelder Bugs,Insect,,,2,Trilogy XL-O Fungicide/Miticide/Insecticide; Chemsico Insecticide Concentrate 16L,,,,,,
Boxwood Blight,Boxwood Blight,Disease,,,9,V-10116 VPP Fungicide; Tourney EZ Fungicide,,,,,,
Boxwood blight,Boxwood Blight,Disease,,,2,Postiva,,,,,,
Brachiaria platyphylla,Brachiaria platyphylla,Other,,Brachiaria platyphylla,8,F6285 4F CAL Herbicide,Review needed - unclear target type,,,,,
Branching,Branching,Other,,,3,Cyclanilide 18% SC,Review needed - unclear target type,,,,,
Branching and bloom reduction,"Branching, Bloom Reduction",Other,,,1,FAL 900,Review needed - unclear target type,,,,,
Branching and feathering,"Branching, Feathering",Other,,,3,Exilis 5 XL,Review needed - unclear target type,,,,,
Branching stimulation,Branching,Other,,,4,MaxCel,Review needed - unclear target type,,,,,
Bravipalpus spp.,Bravipalpus spp.,Other,,Bravipalpus spp.,2,Metabrom 100,Review needed - unclear target type,,,,,
Brazil nut codling moth,Brazil nut codling moth,Insect,,,4,LIBERTY LAMBDA 2 ME; AZ Lambda 2ME,,,,,,
Bremia lactucae,Bremia lactucae,Other,,Bremia spp.,2,Zorvec Epicaltrin; HM-0210-A,Review needed - unclear target type,,,,,
Bremia spp.,Bremia spp.,Other,,Bremia spp.,3,Pageant Intrinsic Brand Fungicide,Review needed - unclear target type,,,,,
Brighter color,Brighter color,Other,,,1,GibGro® 4LS,Review needed - unclear target type,,,,,
Brighter color and firmer fruit,"Brighter color, Fruit Firmness",Other,,,1,GibGro 20% Powder,Review needed - unclear target type,,,,,
brighter colored,Brighter color,Other,,,3,GA3 20%; ProGibb 4% Plant Growth Regulator Solution; FAL 436,Review needed - unclear target type,,,,,
Bristlegrass,Bristlegrass,Weed,,,2,Omni Brand Metribuzin 75 WDG; Omni Brand Metribuzin 4SC,,,,,,
Bristletail,Bristletail,Other,,,4,Ortho ZBP Granules,Review needed - unclear target type,,,,,
Bristly,Bristly,Other,,,4,Reflex® Herbicide; IMAZETHAPYR 240 SL,Review needed - unclear target type,,,,,
bristly,Bristly,Other,,,42,AX FOMESAFEN 2 SL; A363.01; Avalaire Fomesafen 1.88 SL; A383.03; A335.05,Review needed - unclear target type,,,,,
Bristly Cutworm Moth,Bristly Cutworm Moth,Insect,,,1,Tempo Concentrate Insecticide,,,,,,
Bristly cutworm moth,Bristly Cutworm Moth,Insect,,,2,Tempo Concentrate Insecticide,,,,,,
Bristly foxtail,Bristly foxtail,Weed,,,1,LIBERTY X-METCHLORBUZIN,,,,,,
Bristly Starbur,Bristly Starbur,Other,,,1,WILLOWOOD FOMESAFEN 1.88 SL,Review needed - unclear target type,,,,,
Broad,Broad,Other,,,4,2016BIFENTHRIN; FG14002-80; Drexel Suffa,Review needed - unclear target type,,,,,
Broad leaf weeds,Broadleaf,Weed,,,1,Esteron SL,,,,,,
Broad Mite,Broad Mite,Insect,,,137,ACETO BIFENTHRIN 2 EC; Aceto Etoxazole 72% WDG Miticide; A110.08; A110.03; A110.05,,,,,,
Broad mite,Broad Mite,Insect,,,135,A131.01; A131.02; A131.04; ABACUS Agricultural Miticide/Insecticide; A131.03,,,,,,
broad mite,Broad Mite,Insect,,,6,ABBA 0.15 ME; Aceto Bifenthrin 2E; Yellow Jacket Flowable Sulfur; Tundra EC,,,,,,
Broad Mite (Polyphagotarsonemus latus),Broad Mite,Insect,,Polyphagotarsonemus latus,3,V-10508 EC; STIFLE SC Miticide; Aceto Etoxazole 72% WP WSB Miticide,,,,,,
Broad mite (Polyphagotarsonemus latus),Broad Mite,Insect,,Polyphagotarsonemus latus,8,A103.02; LN 1% PY,,,,,,
Broad mites,Broad Mite,Insect,,,35,Drexel Sulfa 80W; M-Pede Insecticide/Miticide/Fungicide; Super Insecticidal Soap Concentrate; PFR-97 10% ES; Nufarm Abamectin 0.15 EC Insecticide,,,,,,
broad mites,Broad Mite,Insect,,,3,PFR-97 20% WP,,,,,,
Broad necked root borer,Broad necked root borer,Insect,,,1,Warhawk,,,,,,
Broad spectrum weed control,Weeds,Weed,,,21,Nufarm Credit Duo Herbicide,,,,,,
Broad spider,Broad Mite,Insect,,,4,MITEY; Avalaire Promite 6 EC,,,,,,
Broad Spider Mite,Broad Mite,Insect,,,4,MiteO Max II; MiteO Max II EC,,,,,,
Broad spider mite,Broad Mite,Insect,,,5,E117.01; Comite; A117.02,,,,,,
Broad-necked root borer,Broad necked root borer,Insect,,,3,Warhawk ClearForm; Drexel Chlorpyrifos 4E-AG2; Drexel Chlorpyrifos 4E-AG,,,,,,
Broad-spectrum weed control,Weeds,Weed,,,41,ClearOut TEC Herbicide; Willowood Glypho 41%,,,,,,
Broaden harvest timing with delayed fruit maturity,Broaden harvest timing with delayed fruit maturity,Other,,,1,Tide Forchlorfenuron 0.8 SL PGR,Review needed - unclear target type,,,,,
Broadleaf,Broadleaf,Weed,,,37,Galigan® H2O; Avalaire Metribuzin 4 F; A229.02; Alligare Sulfentrazone 4SC; DREXEL Me-Try-Buzin 4L,,,,,,
broadleaf,Broadleaf,Weed,,,66,A363.01; BLASTWAVE 480 SC; AVALAIRE METRIBUZIN 75 DF; A342.02; A335.05,,,,,,
Broadleaf (seedling),Broadleaf,Weed,,,3,IMAZETHAPYR 240 SL,,,,,,
Broadleaf and grass weeds,"Broadleaf, Grass",Weed,,,92,Ax-Mesotrione; EPTAM 7E Selective Herbicide; AX FLUMIOXAZIN 4 SC; Frigate LW 51% WDG; ARGOS HERBICIDE,,,,,,
broadleaf and grass weeds,"Broadleaf, Grass",Weed,,,14,Rotam Mesotrione 480 SC,,,,,,
Broadleaf and grassy weeds,"Broadleaf, Grass",Weed,,,10,Flumioxazin 51% WG,,,,,,
Broadleaf dock,Broadleaf dock,Weed,,,4,Weed Rhap A-4D; Weedar 64 Broadleaf Herbicide; DREXEL DE-AMINE 4,,,,,,
Broadleaf Signalgrass,Broadleaf Signalgrass,Weed,,,10,Sharda Metribuzin 4SC; METRIBUZIN 4L; TIGRIS MTZ 4 F; IMAZETHAPYR 240 SL,,,,,,
Broadleaf signalgrass,Broadleaf Signalgrass,Weed,,,12,Dimetric DF 75%; METRI DF; Drexel Me-Try-Buzin 75DF; Metribuzin 4L; FreeHand 1.75G Herbicide,,,,,,
Broadleaf weed control,Broadleaf,Weed,,,1,A229.01,,,,,,
Broadleaf Weeds,Broadleaf,Weed,,,96,"Avenger AG Optima Burndown Herbicide; Amine 4 2,4-D Weed Killer; AX HALO 75 WDG; Dimension 270G; Ike’s Glufosinate 280 SL",,,,,,
Broadleaf weeds,Broadleaf,Weed,,,2424,"A306.01; 2,4-D DMA-DEA LDV; 2,4-D AMINE 4; 2,4-D AMINE 6; 88.8% 2,4-D Ester",,,,,,
broadleaf weeds,Broadleaf,Weed,,,578,"0.20% Dimension; 2,4-D LV 6; 2,4-D LV6 Herbicide; 2,4-D Ester LV 6; A304.01",,,,,,
Broadleaf weeds and grasses,"Broadleaf, Grass",Weed,,,13,Rage Herbicide,,,,,,
Broadleaf weeds and sedges,"Broadleaf, Sedge",Weed,,,15,Basagran Herbicide,,,,,,
Broadleaf weeds and woody plants,Broadleaf,Insect,,,3,HM-0339,,,,,,
Broadleaf weeds controlled,Broadleaf,Weed,,,1,Avalaire Fomesafen 2.87,,,,,,
Broadleaf weeds partially controlled,Broadleaf,Weed,,,1,Avalaire Fomesafen 2.87,,,,,,
Broadleaved Weeds,Broadleaf,Weed,,,6,Ornamental Herbicide II,,,,,,
Broadleaved weeds,Broadleaf,Weed,,,1,DREXEL DE-ESTER LV6,,,,,,
Broadmites,Broad Mite,Insect,,,4,LAMBDA 0.5% CONCENTRATE; Dominion 1.47% Plus Lambda 0.5% Liquid; LAMBDA 0.002% READY TO USE,,,,,,
broadmites,Broad Mite,Insect,,,1,Chemsico Insecticide Concentrate 16L,,,,,,
Broadnecked root borer,Broad necked root borer,Insect,,,1,Drexel Lambdafos,,,,,,
Brome,Brome,Other,,,13,Willowood Pronamide 3.3SC; Velpar DF CU; Velpar® L CU,Review needed - unclear target type,,,,,
brome,Brome,Other,,,37,Chemsico Herbicide Formula D; Quali-Pro Dithiopyr L; KERB 3.3 SC; Dimension® 0.25G,Review needed - unclear target type,,,,,
Bromegrass species,Brome,Weed,,,10,F7127 SE HERBICIDE,,,,,,
Bronze Birch Borer,Bronze Birch Borer,Insect,,,2,ACECAP Systemic Insecticide Implants,,,,,,
Bronze birch borer,Bronze Birch Borer,Insect,,,2,Mantra 60 WSP; IMA-jet 10%,,,,,,
Brook's Spot,Brooks Fruit Spot,Disease,,Mycosphaerella spp.,1,Ferbam Granuflo,,,,,,
Brooks fruit rot,Brooks Fruit Spot,Disease,,Mycosphaerella spp.,1,SysTec 1998 FL,,,,,,
Brooks Fruit Spot,Brooks Fruit Spot,Disease,,Mycosphaerella spp.,55,Avalaire Cyprodinil + Difenoconazole; A253.08; AKOTOP 85 WG; Avalaire T-Methyl 4.5F; A253.05 [Vango ESQ],,,,,,
Brooks fruit spot,Brooks Fruit Spot,Disease,,Mycosphaerella spp.,45,A20259 Crop; A253.01; ADA 76901; Aprovia Fungicide; Avalaire Difenoconazole EC,,,,,,
Brooks Fruit Spot (Mycosphaerella sp.),Brooks Fruit Spot,Disease,,Mycosphaerella spp.,1,Quali-Pro™ 4.5,,,,,,
Brooks Spot,Brooks Fruit Spot,Disease,,Mycosphaerella spp.,30,BASIC COPPER 53; Basic Copper 50 HB; BACIX; ARMOUR-Zen 15%; Armour-Zen,,,,,,
Brooks spot,Brooks Fruit Spot,Disease,,Mycosphaerella spp.,38,AX FLUAZINAM; BC18-WG; Avalaire Fluazinam 4F; A228.03; Bonide Copper Spray or Dust,,,,,,
Broomsedge,Broomsedge,Weed,,,7,Velpar® L CU; Evital 5G; Tide Hexazinone 75 WDG; Velpar DF CU,,,,,,
Brown,Brown Almond Mite,Other,,,4,Drexel Suffa; TERRASTAT 22-S; Damoil Supreme,Review needed - unclear target type,,,,,
Brown almond,Brown Almond Mite,Other,,,251,Avalaire Fenazate 50 WSB; A105.01; Acramite-50WS; AX BIFENAZATE 50 WSB; A105.04,Review needed - unclear target type,,,,,
Brown Almond Mite,Brown Almond Mite,Insect,,,2,LIME-SULFUR SOLUTION AGRICULTURAL FUNGICIDE; Britz Supreme Spray Oil,,,,,,
Brown almond mite,Brown Almond Mite,Insect,,,124,A105.02; Drexel Chlorpyrifos 4E-AG; ACRAMITE-4SC; ACARITOUCH; Drexel Chlorpyrifos 4E-AG2,,,,,,
brown almond mite,Brown Almond Mite,Insect,,,2,Pilot 4E,,,,,,
Brown almond mites,Brown Almond Mite,Insect,,,1,IDA's SULFA-92,,,,,,
Brown Apricot Scale,Brown Apricot Scale,Insect,,,139,IAP 440 Spray Oil; Dormant Flowable Emulsion; Britz 415 Supreme Spray Oil; Britz Supreme Spray Oil; HI Supreme Spray Oil,,,,,,
Brown apricot scales,Brown Apricot Scale,Insect,,,14,Soydorm Oil; Damoil Supreme; Damoil Dormant & Summer Spray Oil,,,,,,
Brown fruit rot,Brown Rot,Disease,,,1,Scala Brand SC Fungicide,,,,,,
Brown Leaf Notcher,Brown Leaf Notcher,Other,,,31,AgSaverTM Bifenthrin 2EC; A110.04; A110.03; A110.08; A110.05,Review needed - unclear target type,,,,,
Brown leaf notcher,Brown Leaf Notcher,Other,,,5,ACETO BIFENTHRIN 2 EC; Liberty Imidacloprid Bifenthrin; Brigadier HPG Insecticide; Sniper; Sharda Bifenthrin 2E,Review needed - unclear target type,,,,,
brown leaf notcher,Brown Leaf Notcher,Other,,,1,Aceto Bifenthrin 2E,Review needed - unclear target type,,,,,
Brown leaf notcher (Epicacrus mexicanus),Brown Leaf Notcher,Other,,Epicaerus mexicanus,1,SWAGGER,Review needed - unclear target type,,,,,
Brown Leaf Notcher (Epicaerus mexicanus),Brown Leaf Notcher,Other,,Epicaerus mexicanus,4,Imidacloprid Plus Bifenthrin 1 + 1 SC; Sharda Imidacloprid 11.3% + Bifenthrin 11.3% SC; Brigadier Insecticide,Review needed - unclear target type,,,,,
Brown leaf notcher (Epicaerus mexicanus),Brown Leaf Notcher,Other,,Epicaerus mexicanus,1,F4092-3,Review needed - unclear target type,,,,,
Brown Leaf Notchers,Brown Leaf Notcher,Other,,,3,2016BIFENTHRIN; FG14002-80; Discipline 2EC,Review needed - unclear target type,,,,,
Brown Leaf Spot,Brown Leaf Spot,Disease,,,17,AzoxyTebuZone; Azoxystrobin 200 g/L + Tebuconazole 300 g/L SC Fungicide; A225.11; Agri Tin Flowable; AmTide TEBU 3.6F Foliar Fungicide,,,,,,
Brown leaf spot,Brown Leaf Spot,Disease,,,54,Affiance Fungicide; A224.04; A201.07; AG33037 A 3.4FL Fungicide; A201.09,,,,,,
Brown leaf spot (Cercospora fusca),Brown Leaf Spot,Disease,,Cercospora spp.,2,Liberty 3 Way,,,,,,
Brown leaf spot (Cercospora spp.),Brown Leaf Spot,Disease,,Cercospora spp.,2,Propiconazole Fungicide; Bumper 14.3 EC,,,,,,
Brown leaf spot (Sirosporium diffusium),Brown Leaf Spot,Disease,,Sirosporium diffusum,1,HELMSTAR PLUS SC,,,,,,
Brown leaf spot (Sirosporium diffusum),Brown Leaf Spot,Disease,,Sirosporium diffusum,2,Liberty 3 Way,,,,,,
Brown Marmorated Stink Bug,Brown Marmorated Stink Bug,Insect,,,68,Endigo® ZC; Endigo® ZCX; ACENTHRIN INSECTICIDE; Argyle Insecticide; Lannate LV Insecticide,,,,,,
Brown marmorated stink bug,Brown Marmorated Stink Bug,Insect,,,12,Lannate SP; Bifenture EC Agricultural Insecticide; Tempo® Ready-to-Use Insecticide,,,,,,
Brown Marmorated Stink Bug (BMSB),Brown Marmorated Stink Bug,Insect,,,18,EVERCIDE® Emulsifiable Concentrate 28061,,,,,,
Brown Marmorated Stink Bugs,Brown Marmorated Stink Bug,Insect,,,2,EVERCIDE Permethrin Insect Repellent 27701; Evercide® Permethrin Multi-Purpose Spray 27781,,,,,,
Brown Marmorated Stink Bugs (BMSB),Brown Marmorated Stink Bug,Insect,,,4,Evercide® 2.5 Permethrin Concentrate/Repellent,,,,,,
Brown marmorated stink bugs (BMSB),Brown Marmorated Stink Bug,Insect,,,1,Ranger Ready Permethrin 0.5% Repellent,,,,,,
Brown Marmorated Stinkbug,Brown Marmorated Stink Bug,Insect,,,2,ORTHENE 75 S Soluble Powder; F9318,,,,,,
