Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,LONG ISLAND USE RESTRICTION,Formulation,PRODUCT ID,TOXICITY,PRODUCT USE,is_PDF_downloaded,pdf_filename
432-1615-11556,cylence ultra premise spray,11556,DISCONTINUED,1302831,CLOSED,ROUTINE,2025-08-13,KATHERINE HETTER,INSECTICIDE,FALSE,Liquid,253199,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, INDUSTRIAL, STRUCTURAL",TRUE,cylence_ultra_premise_spray_432-1615-11556_PRIMARY_LABEL_596600.pdf
432-1617-11556,QUICKBAYT FLY BAIT,11556,DISCONTINUED,1302831,CLOSED,ROUTINE,2025-08-13,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,257433,"AQUATIC INVERTEBRATES, BEES","AGRICULTURAL, INDUSTRIAL",TRUE,QUICKBAYT_FLY_BAIT_432-1617-11556_PRIMARY_LABEL_590097.pdf
432-1618-11556,cylence ultra pest control concentrate,11556,DISCONTINUED,1302831,CLOSED,ROUTINE,2025-08-13,KATHERINE HETTER,INSECTICIDE,FALSE,Liquid,253198,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, COMMERCIAL, STRUCTURAL",TRUE,cylence_ultra_pest_control_concentrate_432-1618-11556_PRIMARY_LABEL_590098.pdf
432-1619-11556,CREDO SC INSECTICIDE,11556,DISCONTINUED,1302831,CLOSED,ROUTINE,2025-08-13,KATHERINE HETTER,INSECTICIDE,FALSE,Liquid,253197,AQUATIC INVERTEBRATES,"AGRICULTURAL, STRUCTURAL",TRUE,CREDO_SC_INSECTICIDE_432-1619-11556_PRIMARY_LABEL_578542.pdf
432-1620-11556,QUICKBAYT SPOT SPRAY,11556,DISCONTINUED,1302831,CLOSED,ROUTINE,2025-08-13,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,257434,"AQUATIC INVERTEBRATES, BEES",AGRICULTURAL,TRUE,QUICKBAYT_SPOT_SPRAY_432-1620-11556_PRIMARY_LABEL_582841.pdf
11581-2,KALIGREEN (2EE - SOOTY BLOTCH AND FLYSPECK),11581,REGISTERED,10946,CLOSED,2EE,2008-05-23,,FUNGICIDE,FALSE,Solid,131749,NONE,AGRICULTURAL,TRUE,KALIGREEN_(2EE_-_SOOTY_BLOTCH_AND_FLYSPECK)_11581-2_PRIMARY_LABEL_514927.pdf
11581-2,KALIGREEN,11581,REGISTERED,1288290,CLOSED,ROUTINE,2024-10-30,JYOTHI MURUNDI,FUNGICIDE,FALSE,Solid,113245,NONE,"AGRICULTURAL, CANNABIS, GREENHOUSE, HEMP, NURSERY, ORNAMENTAL, TURF",TRUE,KALIGREEN_11581-2_PRIMARY_LABEL_542336.pdf
11600-4,SANOX II,11600,REGISTERED,1288172,CLOSED,ROUTINE,2024-12-02,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,9146,NONE,"COMMERCIAL, HOSPITAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL",TRUE,SANOX_II_11600-4_PRIMARY_LABEL_526618.pdf
11600-8,Intensify,11600,REGISTERED,1288172,CLOSED,ROUTINE,2024-12-02,KATHERINE HETTER,GROWTH REGULATOR,FALSE,Solid,231915,NONE,"AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL, TURF",TRUE,Intensify_11600-8_PRIMARY_LABEL_557239.pdf
51517-3-11600,SOIL X-CYTO,11600,REGISTERED,1288172,CLOSED,ROUTINE,2024-12-02,KATHERINE HETTER,GROWTH REGULATOR,FALSE,Liquid,209708,"BIRDS, WILDLIFE","AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL",TRUE,SOIL_X-CYTO_51517-3-11600_PRIMARY_LABEL_542645.pdf
51517-4-11600,FOLIAR X-CYTO,11600,REGISTERED,1288172,CLOSED,ROUTINE,2024-12-02,KATHERINE HETTER,GROWTH REGULATOR,FALSE,Liquid,209707,NONE,"AGRICULTURAL, CANNABIS, GREENHOUSE, HEMP, NURSERY, ORNAMENTAL",TRUE,FOLIAR_X-CYTO_51517-4-11600_PRIMARY_LABEL_542647.pdf
11649-4,AVITROL MIXED GRAINS (nys lang),11649,REGISTERED,1297698,CLOSED,ROUTINE,2025-05-31,KATHERINE HETTER,AVICIDE,FALSE,Solid,9154,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","COMMERCIAL, NON-CROP, STRUCTURAL",TRUE,AVITROL_MIXED_GRAINS_(nys_lang)_11649-4_PRIMARY_LABEL_540142.pdf
11649-5,AVITROL DOUBLE STRENGTH CORN CHOPS (NYS LANG),11649,REGISTERED,1297698,CLOSED,ROUTINE,2025-05-31,KATHERINE HETTER,AVICIDE,FALSE,Solid,9155,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","COMMERCIAL, NON-CROP, STRUCTURAL",TRUE,AVITROL_DOUBLE_STRENGTH_CORN_CHOPS_(NYS_LANG)_11649-5_PRIMARY_LABEL_540143.pdf
11649-6,AVITROL CORN CHOPS (NYS LANG),11649,REGISTERED,1297698,CLOSED,ROUTINE,2025-05-31,KATHERINE HETTER,AVICIDE,FALSE,Solid,9156,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","COMMERCIAL, NON-CROP, STRUCTURAL",TRUE,AVITROL_CORN_CHOPS_(NYS_LANG)_11649-6_PRIMARY_LABEL_540145.pdf
11649-7,AVITROL WHOLE CORN (NYS LANG),11649,REGISTERED,1297698,CLOSED,ROUTINE,2025-05-31,KATHERINE HETTER,AVICIDE,FALSE,Solid,9157,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","COMMERCIAL, NON-CROP, STRUCTURAL",TRUE,AVITROL_WHOLE_CORN_(NYS_LANG)_11649-7_PRIMARY_LABEL_540146.pdf
11649-8,AVITROL DOUBLE STRENGTH WHOLE CORN (NYS LANG),11649,REGISTERED,1297698,CLOSED,ROUTINE,2025-05-31,KATHERINE HETTER,AVICIDE,FALSE,Solid,12856,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","COMMERCIAL, NON-CROP, STRUCTURAL",TRUE,AVITROL_DOUBLE_STRENGTH_WHOLE_CORN_(NYS_LANG)_11649-8_PRIMARY_LABEL_540147.pdf
11694-107,THE END. DRY FOG FLYING INSECT KILLER,11694,REGISTERED,1297674,CLOSED,ROUTINE,2025-05-30,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,38559,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, INSTITUTIONAL",TRUE,THE_END._DRY_FOG_FLYING_INSECT_KILLER_11694-107_PRIMARY_LABEL_541967.pdf
6836-340-11694,SCRUBS MEDAPHENE PLUS DISINFECTING WIPES (fresh lemon scent),11694,REGISTERED,1297674,CLOSED,ROUTINE,2025-05-30,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Solid,222773,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, INDUSTRIAL, INSTITUTIONAL",TRUE,SCRUBS_MEDAPHENE_PLUS_DISINFECTING_WIPES_(fresh_lemon_scent)_6836-340-11694_PRIMARY_LABEL_547532.pdf
6836-379-11694,scrubs no rinse food surface disinfectant wipes,11694,REGISTERED,1297674,CLOSED,ROUTINE,2025-05-30,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Solid,251471,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, HOUSEHOLD",TRUE,scrubs_no_rinse_food_surface_disinfectant_wipes_6836-379-11694_PRIMARY_LABEL_577657.pdf
44446-81-11861,SPACE GUARD II citrus hospital disinfectant deodorant,11861,REGISTERED,1301421,CLOSED,ROUTINE,2025-06-03,MATTHEW J GOGIS,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Solid,275222,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL",TRUE,SPACE_GUARD_II_citrus_hospital_disinfectant_deodorant_44446-81-11861_PRIMARY_LABEL_600639.pdf
1839-79-12007,Chemclean DD45,12007,REGISTERED,1282696,CLOSED,ROUTINE,2024-08-27,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,256077,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, INSTITUTIONAL",TRUE,Chemclean_DD45_1839-79-12007_PRIMARY_LABEL_581491.pdf
1839-79-39468,Rufect DETERGENT/DISINFECTANT,12007,REGISTERED,1282696,CLOSED,ROUTINE,2024-08-27,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,256078,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, INSTITUTIONAL",TRUE,Rufect_DETERGENT_DISINFECTANT_1839-79-39468_PRIMARY_LABEL_581492.pdf
10324-194-12017,ap-san,12017,REGISTERED,1308620,CLOSED,ROUTINE,2025-10-29,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,255351,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, INDUSTRIAL, INSTITUTIONAL",TRUE,ap-san_10324-194-12017_PRIMARY_LABEL_580797.pdf
10324-85-12017,A-QUAT disinfectant,12017,REGISTERED,1308620,CLOSED,ROUTINE,2025-10-29,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,251250,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, INSTITUTIONAL",TRUE,A-QUAT_DISINFECTANT_10324-85-12017_PRIMARY_LABEL_577498.pdf
9688-262-121,CUTTER BACKYARD BUG CONTROL SPRAY CONCENTRATE (NYS SPECIFIC LANGUAGE),121,REGISTERED,1303791,CLOSED,ROUTINE,2025-07-16,SHAUN PETERSON,INSECTICIDE,FALSE,Liquid,137663,"AQUATIC INVERTEBRATES, BEES, FISH","ORNAMENTAL, RESIDENTIAL, TURF",TRUE,CUTTER_BACKYARD_BUG_CONTROL_SPRAY_CONCENTRATE_(NYS_SPECIFIC_LANGUAGE)_9688-262-121_PRIMARY_LABEL_572929.pdf
9688-262-121,CUTTER CLUB VALUE PACK 2 (CO-PACK OF CUTTER BACKYARD BUG CONTROL SPRAY CONCENTRATE AND CUTTER BACKYARD BUG CONTROL OUTDOOR FOGGER) (no app within 100ft of coastal marsh in ny),121,REGISTERED,1292362,CLOSED,ROUTINE,2025-01-22,KATHERINE HETTER,INSECTICIDE,FALSE,Liquid,230431,"AQUATIC INVERTEBRATES, BEES, FISH","ORNAMENTAL, RESIDENTIAL, TURF",TRUE,CUTTER_CLUB_VALUE_PACK_2_(CO-PACK_OF_CUTTER_BACKYARD_BUG_CONTROL_SPRAY_CONCENTRATE_AND_CUTTER_BACKYARD_BUG_CONTROL_OUTDOOR_FOGGER)_(no_app_within_100ft_of_coastal_marsh_in_ny)_9688-262-121_PRIMARY_LABEL_562791.pdf
9688-262-121,"CUTTER OUTDOOR BUG CONTROL PACK (CO-PACK OF CUTTER CITRO GUARD CANDLE, CUTTER ALL FAMILY INSECT REPELLENT 2, CUTTER BACKYARD BUG CONTROL SPRAY CONCENTRATE AND CUTTER BACKYARD BUG CONTROL OUTDOOR FOGGER) (NO APP WITHIN 100FT OF COASTAL MARSH IN NY)",121,DISCONTINUED,1292362,CLOSED,ROUTINE,2025-01-22,KATHERINE HETTER,INSECTICIDE,FALSE,Liquid,234096,"AQUATIC INVERTEBRATES, BEES, FISH","ORNAMENTAL, RESIDENTIAL, TURF",FALSE,
47371-131-12120,DC MULTI-SURFACE DISINFECTANT CLEANER (LEMON SCENT),12120,REGISTERED,1284078,CLOSED,ROUTINE,2024-08-02,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,270335,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, INDUSTRIAL, INSTITUTIONAL",TRUE,DC_MULTI-SURFACE_DISINFECTANT_CLEANER_(LEMON_SCENT)_47371-131-12120_PRIMARY_LABEL_595498.pdf
6836-340-12120,SSS TRIPLE S DISINFECTING WIPES (FRESH LEMON SCENT),12120,REGISTERED,1282647,CLOSED,ROUTINE,2024-09-11,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Solid,231976,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, HOSPITAL, INDUSTRIAL, INSTITUTIONAL",TRUE,SSS_TRIPLE_S_DISINFECTING_WIPES_(FRESH_LEMON_SCENT)_6836-340-12120_PRIMARY_LABEL_557289.pdf
6836-349-12120,NAVIGATOR dilution control system 3X RENEGADE DAILY ONE-STEP DISINFECTANT,12120,REGISTERED,1282647,CLOSED,ROUTINE,2024-09-11,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,223473,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, INSTITUTIONAL",TRUE,NAVIGATOR_dilution_control_system_3X_RENEGADE_DAILY_ONE-STEP_DISINFECTANT_6836-349-12120_PRIMARY_LABEL_548368.pdf
6836-385-12120,oxypro 365 hydrogen peroxide disinfectant cleaner,12120,REGISTERED,1282647,CLOSED,ROUTINE,2024-09-11,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,249640,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, HOSPITAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL",TRUE,oxypro_365_hydrogen_peroxide_disinfectant_cleaner_6836-385-12120_PRIMARY_LABEL_575497.pdf
706-111-12120,Lavender Scent Disinfectant Deodorant Plus,12120,REGISTERED,1282647,CLOSED,ROUTINE,2024-09-11,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Solid,237109,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, INSTITUTIONAL, RESIDENTIAL",TRUE,Lavender_Scent_Disinfectant_Deodorant_Plus_706-111-12120_PRIMARY_LABEL_561717.pdf
10324-85-12228,awesome ready-to-use,12228,REGISTERED,1290386,CLOSED,ROUTINE,2024-11-18,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,246140,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, HOSPITAL, INSTITUTIONAL",TRUE,awesome_ready-to-use_10324-85-12228_PRIMARY_LABEL_596938.pdf
1021-1623-12281,IGR NO-BITE HOUSE FOGGER,12281,REGISTERED,1302853,CLOSED,ROUTINE,2025-07-23,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,186691,NONE,"COMMERCIAL, HOUSEHOLD",TRUE,IGR_NO-BITE_HOUSE_FOGGER_1021-1623-12281_PRIMARY_LABEL_589184.pdf
47000-100-12281,DURVET SCREW WORM AEROSOL,12281,REGISTERED,1302853,CLOSED,ROUTINE,2025-07-23,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,41404,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, LIVESTOCK, STRUCTURAL",TRUE,DURVET_SCREW_WORM_AEROSOL_47000-100-12281_PRIMARY_LABEL_544019.pdf
47000-103-12281,PERMETHRIN 10% (RESTRICTED USE 6/11/07),12281,REGISTERED,1302853,CLOSED,ROUTINE,2025-07-23,JYOTHI MURUNDI,INSECTICIDE,FALSE,Liquid,100562,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, COMMERCIAL, DOMESTIC ANIMALS, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, LIVESTOCK, ORNAMENTAL, TURF",TRUE,PERMETHRIN_10%_(RESTRICTED_USE_6_11_07)_47000-103-12281_PRIMARY_LABEL_560630.pdf
47000-148-12281,FLYRID PLUS,12281,REGISTERED,1302853,CLOSED,ROUTINE,2025-07-23,JYOTHI MURUNDI,INSECTICIDE,FALSE,Liquid,170039,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, DOMESTIC ANIMALS, HOUSEHOLD, INSTITUTIONAL, LIVESTOCK, STRUCTURAL",TRUE,FLYRID_PLUS_47000-148-12281_PRIMARY_LABEL_563589.pdf
47000-157-12281,SUPER II DAIRY & FARM SPRAY,12281,REGISTERED,1302853,CLOSED,ROUTINE,2025-07-23,JYOTHI MURUNDI,INSECTICIDE,FALSE,Liquid,157985,"AQUATIC INVERTEBRATES, BEES, BIRDS, FISH","AGRICULTURAL, LIVESTOCK",TRUE,SUPER_II_DAIRY_and_FARM_SPRAY_47000-157-12281_PRIMARY_LABEL_589186.pdf
10324-214-12446,SANI-I-OX,12446,REGISTERED,1306022,CLOSED,ROUTINE,2025-08-28,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,274177,"AQUATIC INVERTEBRATES, BIRDS, FISH","COMMERCIAL, COVID-19 (EPA LIST N), INDUSTRIAL",TRUE,SANI-I-OX_10324-214-12446_PRIMARY_LABEL_601856.pdf
10324-67-12446,ACID SANITIZER,12446,REGISTERED,1298117,CLOSED,ROUTINE,2025-04-09,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,274414,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",TRUE,ACID_SANITIZER_10324-67-12446_PRIMARY_LABEL_599698.pdf
12446-1,DYNACHLOR,12446,REGISTERED,1298115,CLOSED,ROUTINE,2025-04-09,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,274412,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL, LAUNDRY",TRUE,DYNACHLOR_12446-1_PRIMARY_LABEL_599699.pdf
12446-20002,QUINTAGEN,12446,REGISTERED,1276776,CLOSED,ROUTINE,2024-03-20,MATTHEW J GOGIS,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,268210,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",TRUE,QUINTAGEN_12446-20002_PRIMARY_LABEL_593401.pdf
12446-20004,D7 - Part 1,12446,REGISTERED,1297909,CLOSED,ROUTINE,2025-04-07,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,274340,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), GREENHOUSE, HOSPITAL, INDUSTRIAL, INSTITUTIONAL, LAUNDRY",TRUE,D7_-_Part_1_12446-20004_PRIMARY_LABEL_599601.pdf
12446-20005,D7 - Part 2,12446,REGISTERED,1297909,CLOSED,ROUTINE,2025-04-07,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,274341,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), GREENHOUSE, HOSPITAL, INDUSTRIAL, INSTITUTIONAL, LAUNDRY",TRUE,D7_-_Part_2_12446-20005_PRIMARY_LABEL_599602.pdf
12446-20008,PREMISE DISINFECTANT,12446,REGISTERED,1299465,CLOSED,ROUTINE,2025-05-02,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,274732,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, COMMERCIAL, HOSPITAL, INDUSTRIAL, INSTITUTIONAL",TRUE,PREMISE_DISINFECTANT_12446-20008_PRIMARY_LABEL_600381.pdf
12446-20009,ZZZ DISINFECTANT,12446,REGISTERED,1270163,CLOSED,ROUTINE,2023-10-23,MATTHEW J GOGIS,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,265293,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",TRUE,ZZZ_DISINFECTANT_12446-20009_PRIMARY_LABEL_590459.pdf
12446-20014,ACID SHINE,12446,REGISTERED,1301465,CLOSED,ROUTINE,2025-06-03,MATTHEW J GOGIS,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,275237,"AQUATIC INVERTEBRATES, BIRDS, FISH","COMMERCIAL, INDUSTRIAL",TRUE,ACID_SHINE_12446-20014_PRIMARY_LABEL_600680.pdf
68660-12-12446,max-i-san plus,12446,REGISTERED,1273345,CLOSED,ROUTINE,2024-02-05,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,240986,"AQUATIC INVERTEBRATES, BIRDS, FISH","COMMERCIAL, INDUSTRIAL",TRUE,max-i-san_plus_68660-12-12446_PRIMARY_LABEL_566320.pdf
12455-102,ZP RODENT OAT BAIT AG,12455,REGISTERED,1310399,CLOSED,ROUTINE,2025-10-30,MATTHEW J GOGIS,RODENTICIDE,FALSE,Solid,122877,"BIRDS, FISH, WILDLIFE","AGRICULTURAL, NON-CROP",TRUE,ZP_RODENT_OAT_BAIT_AG_12455-102_PRIMARY_LABEL_602890.pdf
12455-106,TERAD3 BLOX,12455,REGISTERED,1302838,CLOSED,ROUTINE,2025-07-24,JYOTHI MURUNDI,RODENTICIDE,FALSE,Solid,140286,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, CANNABIS, COMMERCIAL, HEMP, INDUSTRIAL, RESIDENTIAL, STRUCTURAL",TRUE,TERAD3_BLOX_12455-106_PRIMARY_LABEL_575998.pdf
12455-116,TERAD3 AG BLOX,12455,REGISTERED,1302838,CLOSED,ROUTINE,2025-07-24,JYOTHI MURUNDI,RODENTICIDE,FALSE,Solid,144124,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,TRUE,TERAD3_AG_BLOX_12455-116_PRIMARY_LABEL_576017.pdf
12455-133,CONTRAC WITH LUMITRACK,12455,REGISTERED,1302838,CLOSED,ROUTINE,2025-07-24,JYOTHI MURUNDI,RODENTICIDE,FALSE,Solid,160308,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","AGRICULTURAL, COMMERCIAL, HOUSEHOLD, INDUSTRIAL, RESIDENTIAL, STRUCTURAL",TRUE,CONTRAC_WITH_LUMITRACK_12455-133_PRIMARY_LABEL_565059.pdf
12455-136,P.C.Q. PRO,12455,REGISTERED,1310399,CLOSED,ROUTINE,2025-10-30,MATTHEW J GOGIS,RODENTICIDE,FALSE,Solid,221430,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, COMMERCIAL, INDUSTRIAL, RESIDENTIAL, STRUCTURAL",TRUE,P.C.Q._PRO_12455-136_PRIMARY_LABEL_602888.pdf
12455-137,FASTRAC PELLETS,12455,REGISTERED,1302838,CLOSED,ROUTINE,2025-07-24,JYOTHI MURUNDI,RODENTICIDE,FALSE,Solid,176466,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","AGRICULTURAL, COMMERCIAL, INDUSTRIAL, RESIDENTIAL, STRUCTURAL",TRUE,FASTRAC_PELLETS_12455-137_PRIMARY_LABEL_566688.pdf
12455-139,FINAL SOFT BAIT,12455,REGISTERED,1302838,CLOSED,ROUTINE,2025-07-24,JYOTHI MURUNDI,RODENTICIDE,FALSE,Solid,177402,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, COMMERCIAL, INDUSTRIAL, RESIDENTIAL, STRUCTURAL",TRUE,FINAL_SOFT_BAIT_12455-139_PRIMARY_LABEL_544003.pdf
12455-146,contrac SOFT BAIT,12455,REGISTERED,1304269,CLOSED,ROUTINE,2025-07-25,,RODENTICIDE,FALSE,Solid,225213,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, COMMERCIAL, INDUSTRIAL, RESIDENTIAL, STRUCTURAL",TRUE,contrac_SOFT_BAIT_12455-146_PRIMARY_LABEL_550215.pdf
12455-148,RAT ICE,12455,REGISTERED,1302838,CLOSED,ROUTINE,2025-07-24,JYOTHI MURUNDI,RODENTICIDE,FALSE,Solid,227180,NONE,"COMMERCIAL, NON-CROP, RESIDENTIAL",TRUE,RAT_ICE_12455-148_PRIMARY_LABEL_552067.pdf
12455-149,fastrac Soft Bait,12455,REGISTERED,1302838,CLOSED,ROUTINE,2025-07-24,JYOTHI MURUNDI,RODENTICIDE,FALSE,Solid,240045,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","AGRICULTURAL, COMMERCIAL, HOUSEHOLD, INDUSTRIAL, RESIDENTIAL, STRUCTURAL",TRUE,fastrac_Soft_Bait_12455-149_PRIMARY_LABEL_570844.pdf
12455-151,CONTRAC 24 BROMETHALIN BLOX,12455,REGISTERED,1307439,CLOSED,ROUTINE,2025-09-18,MATTHEW J GOGIS,RODENTICIDE,FALSE,Solid,276977,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","COMMERCIAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL",TRUE,CONTRAC_24_BROMETHALIN_BLOX_12455-151_PRIMARY_LABEL_602938.pdf
12455-159,CONTRAC 24 BROMETHALIN SOFT BAIT,12455,REGISTERED,1307439,CLOSED,ROUTINE,2025-09-18,MATTHEW J GOGIS,RODENTICIDE,FALSE,Solid,276978,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","COMMERCIAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL",TRUE,CONTRAC_24_BROMETHALIN_SOFT_BAIT_12455-159_PRIMARY_LABEL_602939.pdf
12455-162,Cad3et All-Weather Blox,12455,REGISTERED,1302838,CLOSED,ROUTINE,2025-07-24,JYOTHI MURUNDI,RODENTICIDE,FALSE,Solid,268393,"BIRDS, FISH, WILDLIFE","COMMERCIAL, RESIDENTIAL, STRUCTURAL",TRUE,Cad3et_All-Weather_Blox_12455-162_PRIMARY_LABEL_593556.pdf
12455-17,ZP RODENT BAIT AG,12455,REGISTERED,1310399,CLOSED,ROUTINE,2025-10-30,MATTHEW J GOGIS,RODENTICIDE,FALSE,Solid,38412,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, COMMERCIAL, NON-CROP, STRUCTURAL",TRUE,ZP_RODENT_BAIT_AG_12455-17_PRIMARY_LABEL_602889.pdf
12455-36,CONTRAC RAT & MOUSE BAIT,12455,REGISTERED,1302838,CLOSED,ROUTINE,2025-07-24,JYOTHI MURUNDI,RODENTICIDE,FALSE,Solid,9372,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, COMMERCIAL, INDUSTRIAL, RESIDENTIAL, STRUCTURAL",TRUE,CONTRAC_RAT_and_MOUSE_BAIT_12455-36_PRIMARY_LABEL_565189.pdf
12455-5,DITRAC ALL-WEATHER CAKE,12455,REGISTERED,1304269,CLOSED,ROUTINE,2025-07-25,,RODENTICIDE,FALSE,Solid,23692,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","AGRICULTURAL, COMMERCIAL, HOUSEHOLD, INDUSTRIAL, RESIDENTIAL, STRUCTURAL",TRUE,DITRAC_ALL-WEATHER_CAKE_12455-5_PRIMARY_LABEL_576016.pdf
