Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,LONG ISLAND USE RESTRICTION,Formulation,PRODUCT ID,TOXICITY,PRODUCT USE,is_PDF_downloaded,pdf_filename,txt_file_len,each_page_len,text_contains_product_name,text_contains_children,text_contains_epa_no,each_page_has_text,OCR_text_contains_product_name,OCR_text_contains_children,OCR_text_contains_epa_no,OCR_needed,runOCR_reason,Post_OCR_char_per_page,OCR_v_Original,final_determination,agricultural_use_requirements_and_restricted_entry_interval
53883-454-10404,LESCO DRAX FUNGICIDE [no use within 100 ft. of any water body that connects with any off-site water bodies in New York State],10404,REGISTERED,1288089,CLOSED,ROUTINE,2024-11-19,KATHERINE HETTER,FUNGICIDE,False,Liquid,250770,"AQUATIC INVERTEBRATES, FISH",TURF,True,LESCO_DRAX_FUNGICIDE_[no_use_within_100_ft._of_any_water_body_that_connects_with_any_off-site_water_bodies_in_New_York_State]_53883-454-10404_PRIMARY_LABEL_576706.pdf,,,,,,True,,,,,,,,Original,
57131-13-10404,"LESCO ACELEDIM 208 PLUS FERTILIZER  (NOT FOR SALE, SALE INTO, DISTRIBUTION AND/OR USE IN NASSAU, SUFFOLK, KINGS & QUEENS COUNTIES OF NYS) (NYS BUFFER ZONES) (MAX RATES)",10404,REGISTERED,1293852,CLOSED,ROUTINE,2025-01-30,KATHERINE HETTER,"HERBICIDE, INSECTICIDE",True,Solid,273143,"AQUATIC INVERTEBRATES, FISH",TURF,True,"LESCO_ACELEDIM_208_PLUS_FERTILIZER__(NOT_FOR_SALE,_SALE_INTO,_DISTRIBUTION_AND_OR_USE_IN_NASSAU,_SUFFOLK,_KINGS_and_QUEENS_COUNTIES_OF_NYS)_(NYS_BUFFER_ZONES)_(MAX_RATES)_57131-13-10404_PRIMARY_LABEL_598284.pdf",,,,,,True,,,,,,,,Original,
60063-3-10404,LESCO MANICURE ULTRA (TURF AND ORNAMENTAL FUNGICIDE),10404,REGISTERED,1288089,CLOSED,ROUTINE,2024-11-19,KATHERINE HETTER,FUNGICIDE,False,Solid,103128,"AQUATIC INVERTEBRATES, WILDLIFE","GREENHOUSE, NURSERY, ORNAMENTAL, TURF",True,LESCO_MANICURE_ULTRA_(TURF_AND_ORNAMENTAL_FUNGICIDE)_60063-3-10404_PRIMARY_LABEL_529274.pdf,,,,,,True,,,,,,,,Original,
60063-67-10404,LESCO STONEWALL 4L Herbicide,10404,REGISTERED,1288089,CLOSED,ROUTINE,2024-11-19,KATHERINE HETTER,HERBICIDE,False,Liquid,234775,FISH,"NON-CROP, NURSERY, ORNAMENTAL, TURF",True,LESCO_STONEWALL_4L_Herbicide_60063-67-10404_PRIMARY_LABEL_559631.pdf,,,,,,True,,,,,,,,Original,
60063-7-10404,LESCO MANICURE 6FL (TURF AND ORNAMENTAL FUNGICIDE),10404,REGISTERED,1288089,CLOSED,ROUTINE,2024-11-19,KATHERINE HETTER,FUNGICIDE,False,Liquid,103127,"AQUATIC INVERTEBRATES, WILDLIFE","GREENHOUSE, NURSERY, ORNAMENTAL, TURF",True,LESCO_MANICURE_6FL_(TURF_AND_ORNAMENTAL_FUNGICIDE)_60063-7-10404_PRIMARY_LABEL_529275.pdf,,,,,,True,,,,,,,,Original,
62719-396-10404,LESCO 4 FLOWABLE MANCOZEB BROAD SPECTRUM FUNGICIDE (RESTRICTED USE 4/10/08),10404,REGISTERED,1288089,CLOSED,ROUTINE,2024-11-19,KATHERINE HETTER,FUNGICIDE,False,Liquid,41917,"AQUATIC INVERTEBRATES, FISH","GREENHOUSE, NURSERY, ORNAMENTAL, TURF",True,LESCO_4_FLOWABLE_MANCOZEB_BROAD_SPECTRUM_FUNGICIDE_(RESTRICTED_USE_4_10_08)_62719-396-10404_PRIMARY_LABEL_529280.pdf,,,,,,True,,,,,,,,Original,
62719-402-10404,LESCO MANCOZEB DG TURF AND ORNAMENTAL FUNGICIDE (RESTRICTED 1/22/08),10404,REGISTERED,1288089,CLOSED,ROUTINE,2024-11-19,KATHERINE HETTER,FUNGICIDE,False,Solid,41663,"AQUATIC INVERTEBRATES, FISH","GREENHOUSE, NURSERY, ORNAMENTAL, TURF",True,LESCO_MANCOZEB_DG_TURF_AND_ORNAMENTAL_FUNGICIDE_(RESTRICTED_1_22_08)_62719-402-10404_PRIMARY_LABEL_529283.pdf,,,,,,True,,,,,,,,Original,
62719-429-10404,"lesco DIMENSION 0.27G TURF AND ORNAMENTAL HERBICIDE (MAX RATE 0.25 LB A.I./A/YR ON LI, 0.5 LB. A.I./A/YR REST OF NYS)",10404,DISCONTINUED,1297512,CLOSED,ROUTINE,2025-04-02,JYOTHI MURUNDI,HERBICIDE,False,Solid,274258,FISH,"NURSERY, ORNAMENTAL, TURF",True,"lesco_DIMENSION_0.27G_TURF_AND_ORNAMENTAL_HERBICIDE_(MAX_RATE_0.25_LB_A.I._A_YR_ON_LI,_0.5_LB._A.I._A_YR_REST_OF_NYS)_62719-429-10404_PRIMARY_LABEL_599461.pdf",,,,,,True,,,,,,,,Original,
62719-461-10404,LESCO EAGLE 0.39% GRANULAR TURF FUNGICIDE (NYS SPECIFIC LANGUAGE),10404,REGISTERED,1288089,CLOSED,ROUTINE,2024-11-19,KATHERINE HETTER,FUNGICIDE,False,Solid,132726,FISH,TURF,True,LESCO_EAGLE_0.39%_GRANULAR_TURF_FUNGICIDE_(NYS_SPECIFIC_LANGUAGE)_62719-461-10404_PRIMARY_LABEL_529434.pdf,,,,,,True,,,,,,,,Original,
62719-483-10404,LESCO DIMENSION 0.125% PLUS TURF AND ORNAMENTAL FERTILIZER (no li) (ny max use rates),10404,REGISTERED,1288089,CLOSED,ROUTINE,2024-11-19,KATHERINE HETTER,HERBICIDE,True,Solid,241531,"AQUATIC INVERTEBRATES, FISH","ORNAMENTAL, TURF",True,LESCO_DIMENSION_0.125%_PLUS_TURF_AND_ORNAMENTAL_FERTILIZER_(no_li)_(ny_max_use_rates)_62719-483-10404_PRIMARY_LABEL_566855.pdf,,,,,,True,,,,,,,,Original,
62719-488-10404,"LESCO DIMENSION 0.19% PLUS TURF AND ORNAMENTAL FERTILIZEr (MAX RATE 0.25 LB A.I./A/YR ON LI Certified Applicator, 0.5 LB. A.I./A/YR REST OF NYS)",10404,REGISTERED,1288089,CLOSED,ROUTINE,2024-11-19,KATHERINE HETTER,HERBICIDE,False,Solid,247160,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, ORNAMENTAL, TURF",True,"LESCO_DIMENSION_0.19%_PLUS_TURF_AND_ORNAMENTAL_FERTILIZEr_(MAX_RATE_0.25_LB_A.I._A_YR_ON_LI_Certified_Applicator,_0.5_LB._A.I._A_YR_REST_OF_NYS)_62719-488-10404_PRIMARY_LABEL_572260.pdf",,,,,,True,,,,,,,,Original,
62719-585-10404,LESCO ST. AUGUSTINEGRASS WEED & FEED WITH PENOXSULAM,10404,REGISTERED,1288089,CLOSED,ROUTINE,2024-11-19,KATHERINE HETTER,HERBICIDE,False,Solid,245084,NONE,"RESIDENTIAL, TURF",True,LESCO_ST._AUGUSTINEGRASS_WEED_and_FEED_WITH_PENOXSULAM_62719-585-10404_PRIMARY_LABEL_570905.pdf,,,,,,True,,,,,,,,Original,
62719-590-10404,LESCO LOCKUP EXTRA 2 WITH FERTILIZER (VAR FERT BLENDS),10404,REGISTERED,1288089,CLOSED,ROUTINE,2024-11-19,KATHERINE HETTER,HERBICIDE,False,Solid,144051,"AQUATIC INVERTEBRATES, FISH",TURF,True,LESCO_LOCKUP_EXTRA_2_WITH_FERTILIZER_(VAR_FERT_BLENDS)_62719-590-10404_PRIMARY_LABEL_529303.pdf,,,,,,True,,,,,,,,Original,
70506-123-10404,LESCO CROSSCHECK 0.069% PLUS FERTILIZER (VAR FERT MIXES) (NYS SPECIFIC LANGUAGE) (RUP - HAS COMMERCIAL LANG),10404,REGISTERED,1288089,CLOSED,ROUTINE,2024-11-19,KATHERINE HETTER,INSECTICIDE,False,Solid,128313,"AQUATIC INVERTEBRATES, FISH",TURF,True,LESCO_CROSSCHECK_0.069%_PLUS_FERTILIZER_(VAR_FERT_MIXES)_(NYS_SPECIFIC_LANGUAGE)_(RUP_-_HAS_COMMERCIAL_LANG)_70506-123-10404_PRIMARY_LABEL_530639.pdf,,,,,,True,,,,,,,,Original,
89442-22-10404,LESCO THREE-WAY LO BROADLEAF HERBICIDE,10404,REGISTERED,1288089,CLOSED,ROUTINE,2024-11-19,KATHERINE HETTER,HERBICIDE,False,Liquid,262429,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, NON-CROP, TURF",True,LESCO_THREE-WAY_LO_BROADLEAF_HERBICIDE_89442-22-10404_PRIMARY_LABEL_587539.pdf,,,,,,True,,,,,,,,Original,
95699-2-104121,BIOSTEALTH,104121,REGISTERED,1292614,CLOSED,ROUTINE,2025-01-06,KATHERINE HETTER,INSECTICIDE,False,Solid,272758,NONE,SEED TREATMENT,True,BIOSTEALTH_95699-2-104121_PRIMARY_LABEL_600940.pdf,,,,,,True,,,,,,,,Original,
228-743-104141,ZIPZAP (NOT FOR USE IN NASSAU AND SUFFOLK COUNTIES OF NEW YORK STATE),104141,REGISTERED,1299702,CLOSED,ROUTINE,2025-05-08,MATTHEW J GOGIS,HERBICIDE,True,Liquid,274790,NONE,"AGRICULTURAL, GREENHOUSE, NON-CROP, NURSERY",True,ZIPZAP_(NOT_FOR_USE_IN_NASSAU_AND_SUFFOLK_COUNTIES_OF_NEW_YORK_STATE)_228-743-104141_PRIMARY_LABEL_600321.pdf,,,,,,True,,,,,,,,Original,
87508-3-104210,PROKLEAN RESTORE L,104210,REGISTERED,1308955,CLOSED,ROUTINE,2025-10-09,MATTHEW J GOGIS,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Solid,276053,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, INSTITUTIONAL",True,PROKLEAN_RESTORE_L_87508-3-104210_PRIMARY_LABEL_602359.pdf,,,,,,True,,,,,,,,Original,
91603-3-104256,CannaGuard Pro,104256,REGISTERED,1294826,CLOSED,ROUTINE,2025-02-09,MATTHEW J GOGIS,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,273416,NONE,"COMMERCIAL, GREENHOUSE, HOSPITAL",True,CannaGuard_Pro_91603-3-104256_PRIMARY_LABEL_598559.pdf,,,,,,True,,,,,,,,Original,
1043-104,PROCESS QDS,1043,REGISTERED,1273307,CLOSED,ROUTINE,2024-01-22,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,25133,NONE,"AGRICULTURAL, COMMERCIAL, HOSPITAL, INDUSTRIAL, INSTITUTIONAL",True,PROCESS_QDS_1043-104_PRIMARY_LABEL_555939.pdf,,,,,,True,,,,,,,,Original,
1043-120,SPOR-KLENZ CONCENTRATE,1043,REGISTERED,1273307,CLOSED,ROUTINE,2024-01-22,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,110501,"AQUATIC INVERTEBRATES, BIRDS, DOMESTIC ANIMALS, FISH","COMMERCIAL, INSTITUTIONAL",True,SPOR-KLENZ_CONCENTRATE_1043-120_PRIMARY_LABEL_543449.pdf,,,,,,True,,,,,,,,Original,
82859-2-104424,HEXAFECTANT,104424,REGISTERED,1292809,CLOSED,ROUTINE,2025-01-10,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,272846,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, HOUSEHOLD, INSTITUTIONAL",True,HEXAFECTANT_82859-2-104424_PRIMARY_LABEL_597588.pdf,,,,,,True,,,,,,,,Original,
10324-117-53992,Patco Quat Clean IV,106,REGISTERED,1288115,CLOSED,ROUTINE,2024-10-24,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,239256,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, INDUSTRIAL, INSTITUTIONAL, LAUNDRY",True,Patco_Quat_Clean_IV_10324-117-53992_PRIMARY_LABEL_575757.pdf,,,,,,True,,,,,,,,Original,
106-83,UNIQUAT PLUS 256,106,REGISTERED,1288115,CLOSED,ROUTINE,2024-10-24,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,258654,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, INDUSTRIAL, INSTITUTIONAL",True,UNIQUAT_PLUS_256_106-83_PRIMARY_LABEL_583825.pdf,,,,,,True,,,,,,,,Original,
106-84,Uniquat Plus 128,106,REGISTERED,1288115,CLOSED,ROUTINE,2024-10-24,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,258655,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, INDUSTRIAL, INSTITUTIONAL",True,Uniquat_Plus_128_106-84_PRIMARY_LABEL_583826.pdf,,,,,,True,,,,,,,,Original,
106-85,UNIQUAT PLUS 64,106,DISCONTINUED,1288115,CLOSED,ROUTINE,2024-10-24,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,258656,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, INDUSTRIAL, INSTITUTIONAL",True,UNIQUAT_PLUS_64_106-85_PRIMARY_LABEL_583827.pdf,,,,,,True,,,,,,,,Original,
71847-6-106,BRUTAB 6S,106,REGISTERED,1291864,CLOSED,ROUTINE,2024-12-19,MATTHEW J GOGIS,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Solid,197961,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, HOSPITAL, INDUSTRIAL, INSTITUTIONAL",True,BRUTAB_6S_71847-6-106_PRIMARY_LABEL_597298.pdf,,,,,,True,,,,,,,,Original,
10324-63-10634,ALPHA BAC 10,10634,REGISTERED,1308547,CLOSED,ROUTINE,2025-11-13,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,137618,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, HOSPITAL, INSTITUTIONAL",True,ALPHA_BAC_10_10324-63-10634_PRIMARY_LABEL_577009.pdf,,,,,,True,,,,,,,,Original,
10324-67-10634,TERMINATE,10634,REGISTERED,1308547,CLOSED,ROUTINE,2025-11-13,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,130567,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",True,TERMINATE_10324-67-10634_PRIMARY_LABEL_598870.pdf,,,,,,True,,,,,,,,Original,
10324-81-10634,ALPHA BAC,10634,REGISTERED,1308547,CLOSED,ROUTINE,2025-11-13,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,124684,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, INSTITUTIONAL, LAUNDRY",True,ALPHA_BAC_10324-81-10634_PRIMARY_LABEL_595527.pdf,,,,,,True,,,,,,,,Original,
10634-20003,LOW TEMP SANITIZER,10634,REGISTERED,1308547,CLOSED,ROUTINE,2025-11-13,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,105397,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, INDUSTRIAL, LAUNDRY",True,LOW_TEMP_SANITIZER_10634-20003_PRIMARY_LABEL_536085.pdf,,,,,,True,,,,,,,,Original,
1839-79-10634,ALPHA QUAT DDS,10634,REGISTERED,1308547,CLOSED,ROUTINE,2025-11-13,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,206376,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, COVID-19 (EPA LIST N), INDUSTRIAL, INSTITUTIONAL",True,ALPHA_QUAT_DDS_1839-79-10634_PRIMARY_LABEL_603059.pdf,,,,,,True,,,,,,,,Original,
47371-131-10634,PINE 999,10634,REGISTERED,1308547,CLOSED,ROUTINE,2025-11-13,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, MILDEWSTATIC, SANITIZER",False,Liquid,272799,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), INDUSTRIAL, INSTITUTIONAL, LAUNDRY, RESIDENTIAL",True,PINE_999_47371-131-10634_PRIMARY_LABEL_597398.pdf,,,,,,True,,,,,,,,Original,
63838-1-10634,alphasan 5.6,10634,REGISTERED,1308547,CLOSED,ROUTINE,2025-11-13,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,249713,"AQUATIC INVERTEBRATES, BIRDS, FISH","COMMERCIAL, HOSPITAL, INDUSTRIAL, INSTITUTIONAL",True,alphasan_5.6_63838-1-10634_PRIMARY_LABEL_578065.pdf,,,,,,True,,,,,,,,Original,
6836-193-10634,MULTI-SURFACE CLEANER DISINFECTANT,10634,REGISTERED,1308547,CLOSED,ROUTINE,2025-11-13,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,218599,NONE,"COMMERCIAL, HOSPITAL, INDUSTRIAL, INSTITUTIONAL",True,MULTI-SURFACE_CLEANER_DISINFECTANT_6836-193-10634_PRIMARY_LABEL_577008.pdf,,,,,,True,,,,,,,,Original,
6836-363-10634,STRIKE 999,10634,REGISTERED,1308547,CLOSED,ROUTINE,2025-11-13,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,272798,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, INDUSTRIAL, INSTITUTIONAL",True,STRIKE_999_6836-363-10634_PRIMARY_LABEL_597448.pdf,,,,,,True,,,,,,,,Original,
11694-109-10637,WASP & HORNET KILLER,10637,REGISTERED,1282669,CLOSED,ROUTINE,2024-09-03,JYOTHI MURUNDI,INSECTICIDE,False,Solid,125280,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, INSTITUTIONAL, RESIDENTIAL",True,WASP_and_HORNET_KILLER_11694-109-10637_PRIMARY_LABEL_601847.pdf,,,,,,True,,,,,,,,Original,
11694-110-10637,FLYING INSECT KILLER,10637,DISCONTINUED,1282669,CLOSED,ROUTINE,2024-09-03,JYOTHI MURUNDI,INSECTICIDE,False,Solid,125281,FISH,"COMMERCIAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL",True,FLYING_INSECT_KILLER_11694-110-10637_PRIMARY_LABEL_601845.pdf,,,,,,True,,,,,,,,Original,
11694-110-10637,CRAWLING INSECT KILLER,10637,REGISTERED,1282669,CLOSED,ROUTINE,2024-09-03,JYOTHI MURUNDI,INSECTICIDE,False,Solid,125282,FISH,"COMMERCIAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL",True,CRAWLING_INSECT_KILLER_11694-110-10637_PRIMARY_LABEL_513385.pdf,,,,,,True,,,,,,,,Original,
10693-20001,FLO-KLOR,10693,REGISTERED,1273370,CLOSED,ROUTINE,2024-01-25,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,242612,NONE,"AGRICULTURAL, COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",True,FLO-KLOR_10693-20001_PRIMARY_LABEL_574930.pdf,,,,,,True,,,,,,,,Original,
1839-80-10693,FORTY-4 GERMICIDAL CLEANER,10693,REGISTERED,1273370,CLOSED,ROUTINE,2024-01-25,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,32793,FISH,"COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, INSTITUTIONAL",True,FORTY-4_GERMICIDAL_CLEANER_1839-80-10693_PRIMARY_LABEL_588386.pdf,,,,,,True,,,,,,,,Original,
63838-1-1072,PEROXYSAN-RS,1072,REGISTERED,1304393,CLOSED,ROUTINE,2025-07-30,MATTHEW J GOGIS,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,130197,"AQUATIC INVERTEBRATES, BIRDS, FISH","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",True,PEROXYSAN-RS_63838-1-1072_PRIMARY_LABEL_601822.pdf,,,,,,True,,,,,,,,Original,
69470-30-1072,PRECISE CHLORINATED SANITIZER TABLET,1072,REGISTERED,1288122,CLOSED,ROUTINE,2025-01-07,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Solid,41258,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",True,PRECISE_CHLORINATED_SANITIZER_TABLET_69470-30-1072_PRIMARY_LABEL_535375.pdf,,,,,,True,,,,,,,,Original,
10772-21,OXI CLEAN BATHROOM CLEANER (Fresh Scent),10772,REGISTERED,1273339,CLOSED,ROUTINE,2024-01-25,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,253200,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), HOUSEHOLD",True,OXI_CLEAN_BATHROOM_CLEANER_(Fresh_Scent)_10772-21_PRIMARY_LABEL_578627.pdf,,,,,,True,,,,,,,,Original,
1021-1861-10807,COUNTRY VET FARM & RANCH RTU SPRAY FOR INSECT CONTROL,10807,REGISTERED,1302844,CLOSED,ROUTINE,2025-07-15,JYOTHI MURUNDI,INSECTICIDE,False,Liquid,201222,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, LIVESTOCK, STRUCTURAL",True,COUNTRY_VET_FARM_and_RANCH_RTU_SPRAY_FOR_INSECT_CONTROL_1021-1861-10807_PRIMARY_LABEL_540418.pdf,,,,,,True,,,,,,,,Original,
1021-2685-10807,Country Vet Farm & Dairy CV-90D,10807,REGISTERED,1302844,CLOSED,ROUTINE,2025-07-15,JYOTHI MURUNDI,INSECTICIDE,False,Solid,266170,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, DOMESTIC ANIMALS, HOUSEHOLD, LIVESTOCK, ORNAMENTAL, RESIDENTIAL",True,Country_Vet_Farm_and_Dairy_CV-90D_1021-2685-10807_PRIMARY_LABEL_592552.pdf,,,,,,True,,,,,,,,Original,
10807-442,COUNTRY VET MOSQUITO & FLY SPRAY AUTOMATIC CONTROL KIT,10807,REGISTERED,1302844,CLOSED,ROUTINE,2025-07-15,JYOTHI MURUNDI,INSECTICIDE,False,Solid,204084,NONE,"AGRICULTURAL, COMMERCIAL, INSTITUTIONAL",True,COUNTRY_VET_MOSQUITO_and_FLY_SPRAY_AUTOMATIC_CONTROL_KIT_10807-442_PRIMARY_LABEL_597318.pdf,,,,,,True,,,,,,,,Original,
10807-442,COUNTRY VET MOSQUITO & FLY SPRAY,10807,REGISTERED,1302844,CLOSED,ROUTINE,2025-07-15,JYOTHI MURUNDI,INSECTICIDE,False,Solid,176726,NONE,"AGRICULTURAL, COMMERCIAL, HOSPITAL, INDUSTRIAL, INSTITUTIONAL",True,COUNTRY_VET_MOSQUITO_and_FLY_SPRAY_10807-442_PRIMARY_LABEL_597317.pdf,,,,,,True,,,,,,,,Original,
10807-450,COUNTRY VET FARMGARD FARM & DAIRY FLY SPRAY,10807,REGISTERED,1302844,CLOSED,ROUTINE,2025-07-15,JYOTHI MURUNDI,INSECTICIDE,False,Solid,176728,NONE,"AGRICULTURAL, HOUSEHOLD, INDUSTRIAL, LIVESTOCK",True,COUNTRY_VET_FARMGARD_FARM_and_DAIRY_FLY_SPRAY_10807-450_PRIMARY_LABEL_554403.pdf,,,,,,True,,,,,,,,Original,
10807-462,COUNTRY VET FARM & DAIRY CV-80D FOR INSECT CONTROL,10807,REGISTERED,1302844,CLOSED,ROUTINE,2025-07-15,JYOTHI MURUNDI,"INSECTICIDE, REPELLENT",False,Solid,174083,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, LIVESTOCK",True,COUNTRY_VET_FARM_and_DAIRY_CV-80D_FOR_INSECT_CONTROL_10807-462_PRIMARY_LABEL_597363.pdf,,,,,,True,,,,,,,,Original,
10807-467,COUNTrY VET FLYING INSECT KILL SYSTEM II (KIT),10807,REGISTERED,1302844,CLOSED,ROUTINE,2025-07-15,JYOTHI MURUNDI,INSECTICIDE,False,Solid,223489,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, COMMERCIAL, INDUSTRIAL",True,COUNTrY_VET_FLYING_INSECT_KILL_SYSTEM_II_(KIT)_10807-467_PRIMARY_LABEL_597316.pdf,,,,,,True,,,,,,,,Original,
10807-467,COUNTRY VET FLYING INSECT KILL SYSTEM (Kit),10807,REGISTERED,1302844,CLOSED,ROUTINE,2025-07-15,JYOTHI MURUNDI,INSECTICIDE,False,Solid,224121,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, COMMERCIAL, INSTITUTIONAL",True,COUNTRY_VET_FLYING_INSECT_KILL_SYSTEM_(Kit)_10807-467_PRIMARY_LABEL_597315.pdf,,,,,,True,,,,,,,,Original,
10807-467,COUNTRY VET METERED INSECTICIDE FLY SPRAY,10807,REGISTERED,1302844,CLOSED,ROUTINE,2025-07-15,JYOTHI MURUNDI,INSECTICIDE,False,Solid,176730,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, COMMERCIAL, INSTITUTIONAL",True,COUNTRY_VET_METERED_INSECTICIDE_FLY_SPRAY_10807-467_PRIMARY_LABEL_597313.pdf,,,,,,True,,,,,,,,Original,
10807-467,COUNTRY VET COUNTRY HOME AUTOMATIC FLYING INSECT & AIR FRESHENING KIT,10807,DISCONTINUED,1302844,CLOSED,ROUTINE,2025-07-15,JYOTHI MURUNDI,INSECTICIDE,False,Solid,204085,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, COMMERCIAL",True,COUNTRY_VET_COUNTRY_HOME_AUTOMATIC_FLYING_INSECT_and_AIR_FRESHENING_KIT_10807-467_PRIMARY_LABEL_597314.pdf,,,,,,True,,,,,,,,Original,
4-350-10807,COUNTRY VET FARMGARD PERMETHRIN CONCENTRATE,10807,REGISTERED,1302844,CLOSED,ROUTINE,2025-07-15,JYOTHI MURUNDI,INSECTICIDE,False,Liquid,188869,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, COMMERCIAL, DOMESTIC ANIMALS, LIVESTOCK, RESIDENTIAL, STRUCTURAL",True,COUNTRY_VET_FARMGARD_PERMETHRIN_CONCENTRATE_4-350-10807_PRIMARY_LABEL_545289.pdf,,,,,,True,,,,,,,,Original,
10324-159-110,MADISAN FOAM,110,REGISTERED,1288124,CLOSED,ROUTINE,2024-12-11,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,190300,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",True,MADISAN_FOAM_10324-159-110_PRIMARY_LABEL_589061.pdf,,,,,,True,,,,,,,,Original,
10324-67-110,MADISAN ACID 25 LF,110,REGISTERED,1288124,CLOSED,ROUTINE,2024-12-11,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,136591,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, COMMERCIAL, HOSPITAL, INDUSTRIAL, INSTITUTIONAL",True,MADISAN_ACID_25_LF_10324-67-110_PRIMARY_LABEL_589062.pdf,,,,,,True,,,,,,,,Original,
