Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,is_PDF_downloaded,pdf_filename
34704-1046,DYNA-SHIELD FOOTHOLD EXTRA (RESTRICTED USE AS OF 1/1/2023),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,INSECTICIDE,TRUE,DYNA-SHIELD_FOOTHOLD_EXTRA_(RESTRICTED_USE_AS_OF_1_1_2023)_34704-1046_PRIMARY_LABEL_525269.pdf
34704-1048,AMPLIFY II,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,GROWTH REGULATOR,TRUE,AMPLIFY_II_34704-1048_PRIMARY_LABEL_524725.pdf
34704-1049,DYNA-SHIELD FOOTHOLD,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,DYNA-SHIELD_FOOTHOLD_34704-1049_PRIMARY_LABEL_545365.pdf
34704-1050,INITIATE ZN,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,INITIATE_ZN_34704-1050_PRIMARY_LABEL_556572.pdf
34704-1051,ACEPHATE 90 WDG (RESTRICTED USE AS OF 1/1/2016),34704,REGISTERED,1309416,CLOSED,ROUTINE,2025-10-14,MATTHEW J GOGIS,INSECTICIDE,TRUE,ACEPHATE_90_WDG_(RESTRICTED_USE_AS_OF_1_1_2016)_34704-1051_PRIMARY_LABEL_602803.pdf
34704-1054,MATADOR (NO USE ON LONG ISLAND),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,MATADOR_(NO_USE_ON_LONG_ISLAND)_34704-1054_PRIMARY_LABEL_550394.pdf
34704-1055,CONSENSUS                                                             ,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,GROWTH REGULATOR,TRUE,CONSENSUS_34704-1055_PRIMARY_LABEL_544904.pdf
34704-1055,DYNA-START PBC (Contains Consensus),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,GROWTH REGULATOR,TRUE,DYNA-START_PBC_(Contains_Consensus)_34704-1055_PRIMARY_LABEL_554130.pdf
34704-1055,DYNA-START 3P (COPACK) (CONTAINS CONSENSUS),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,GROWTH REGULATOR,TRUE,DYNA-START_3P_(COPACK)_(CONTAINS_CONSENSUS)_34704-1055_PRIMARY_LABEL_567969.pdf
34704-1058,TOP GUN (NO APP TO POTATOES IN NASSAU OR SUFFOLK COUNTIES)(RESTRICTED 3-17-2017),34704,REGISTERED,1306623,CLOSED,ROUTINE,2025-09-07,KATHERINE HETTER,HERBICIDE,TRUE,TOP_GUN_(NO_APP_TO_POTATOES_IN_NASSAU_OR_SUFFOLK_COUNTIES)(RESTRICTED_3-17-2017)_34704-1058_PRIMARY_LABEL_601760.pdf
34704-1060,MONSOON TURF (NO MORE THAN 3 APPS/SEASON TO TURF),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,MONSOON_TURF_(NO_MORE_THAN_3_APPS_SEASON_TO_TURF)_34704-1060_PRIMARY_LABEL_531241.pdf
34704-1061,DYNA-SHIELD METALAXYL 318 FS FUNGICIDE,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,DYNA-SHIELD_METALAXYL_318_FS_FUNGICIDE_34704-1061_PRIMARY_LABEL_535057.pdf
34704-1063,ROPER DF (restricted as of 4/24/2018),34704,DISCONTINUED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,ROPER_DF_(restricted_as_of_4_24_2018)_34704-1063_PRIMARY_LABEL_556690.pdf
34704-1063,ROPER DF RAINSHIELD,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,ROPER_DF_RAINSHIELD_34704-1063_PRIMARY_LABEL_542085.pdf
34704-1064,PROTOCOL,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,PROTOCOL_34704-1064_PRIMARY_LABEL_550412.pdf
34704-1065,"INTIMIDATOR (NOT FOR USE IN NASSAU & SUFFOLK COUNTIES, NY)",34704,REGISTERED,1288588,CLOSED,ROUTINE,2024-10-15,JYOTHI MURUNDI,HERBICIDE,TRUE,"INTIMIDATOR_(NOT_FOR_USE_IN_NASSAU_and_SUFFOLK_COUNTIES,_NY)_34704-1065_PRIMARY_LABEL_596598.pdf"
34704-1067,MATADOR-S (NO USE ON LI),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,MATADOR-S_(NO_USE_ON_LI)_34704-1067_PRIMARY_LABEL_590518.pdf
34704-1068,SATORI FUNGICIDE,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,SATORI_FUNGICIDE_34704-1068_PRIMARY_LABEL_587571.pdf
34704-1074,DYNA-SHIELD FLUDIOXONIL,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,DYNA-SHIELD_FLUDIOXONIL_34704-1074_PRIMARY_LABEL_540076.pdf
34704-1075,CAPTAN 80 WDG,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,CAPTAN_80_WDG_34704-1075_PRIMARY_LABEL_587312.pdf
34704-1076,CAPTAN 38.75% FL,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,CAPTAN_38.75%_FL_34704-1076_PRIMARY_LABEL_536188.pdf
34704-1076,CAPTAN 4L,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,CAPTAN_4L_34704-1076_PRIMARY_LABEL_575597.pdf
34704-1078,REAPER CLEARFORM (NO AERIAL APPLICATION IN NYS),34704,REGISTERED,1303782,CLOSED,ROUTINE,2025-07-15,MATTHEW J GOGIS,"INSECTICIDE, MITICIDE",TRUE,REAPER_CLEARFORM_(NO_AERIAL_APPLICATION_IN_NYS)_34704-1078_PRIMARY_LABEL_601558.pdf
34704-1079,THIOLUX,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,"FUNGICIDE, MITICIDE",TRUE,THIOLUX_34704-1079_PRIMARY_LABEL_552651.pdf
34704-108,MALATHION 57 EC,34704,REGISTERED,1304286,CLOSED,ROUTINE,2025-07-29,SHAUN PETERSON,INSECTICIDE,TRUE,MALATHION_57_EC_34704-108_PRIMARY_LABEL_601221.pdf
34704-1080,FORFEIT 280 (NOT FOR USE IN NASSAU AND SUFFOLK COUNTIES),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,FORFEIT_280_(NOT_FOR_USE_IN_NASSAU_AND_SUFFOLK_COUNTIES)_34704-1080_PRIMARY_LABEL_586203.pdf
34704-1085,DYNA-SHIELD FM,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,DYNA-SHIELD_FM_34704-1085_PRIMARY_LABEL_589251.pdf
34704-1089,SNIPER LFR (NYS SPECIFIC LANGUAGE - BUFFER ZONES TO WATER BODIES),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,INSECTICIDE,TRUE,SNIPER_LFR_(NYS_SPECIFIC_LANGUAGE_-_BUFFER_ZONES_TO_WATER_BODIES)_34704-1089_PRIMARY_LABEL_556574.pdf
34704-1090,DYNA-SHIELD FOOTHOLD VIROCK (RESTRICTED USE AS OF 1/1/2023),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",TRUE,DYNA-SHIELD_FOOTHOLD_VIROCK_(RESTRICTED_USE_AS_OF_1_1_2023)_34704-1090_PRIMARY_LABEL_539173.pdf
34704-1092,DOUBLE CHECK                                                ,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,DOUBLE_CHECK_34704-1092_PRIMARY_LABEL_544905.pdf
34704-1093,"DOG FIGHT (NO SALE, USE OR DISTRIBUTION IN NASSAU OR SUFFOLK COUNTIES)",34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,"DOG_FIGHT_(NO_SALE,_USE_OR_DISTRIBUTION_IN_NASSAU_OR_SUFFOLK_COUNTIES)_34704-1093_PRIMARY_LABEL_549676.pdf"
34704-1096,ANARCHY 30 SG INSECTICIDE (RESTRICTED USE AS OF 1/1/2023),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,INSECTICIDE,TRUE,ANARCHY_30_SG_INSECTICIDE_(RESTRICTED_USE_AS_OF_1_1_2023)_34704-1096_PRIMARY_LABEL_547995.pdf
34704-1098,ANARCHY 70 WP INSECTICIDE (RESTRICTED USE AS OF 1/1/2023),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,INSECTICIDE,TRUE,ANARCHY_70_WP_INSECTICIDE_(RESTRICTED_USE_AS_OF_1_1_2023)_34704-1098_PRIMARY_LABEL_548913.pdf
34704-1099,"DOUBLE HEADER (NO SALE, SALE INTO, DISTRIBUTION AND/OR USE IN NASSAU OR SUFFOLK COUNTIES)",34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,"DOUBLE_HEADER_(NO_SALE,_SALE_INTO,_DISTRIBUTION_AND_OR_USE_IN_NASSAU_OR_SUFFOLK_COUNTIES)_34704-1099_PRIMARY_LABEL_549678.pdf"
34704-1101,EQUITY VIP (RESTRICTED USE AS OF 1/1/2023),34704,REGISTERED,1278872,CLOSED,ROUTINE,2024-04-25,MATTHEW J GOGIS,"FUNGICIDE, INSECTICIDE",TRUE,EQUITY_VIP_(RESTRICTED_USE_AS_OF_1_1_2023)_34704-1101_PRIMARY_LABEL_594067.pdf
34704-1102,DYNA-SHIELD CONQUEST (RESTRICTED USE AS OF 1/1/2023),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",TRUE,DYNA-SHIELD_CONQUEST_(RESTRICTED_USE_AS_OF_1_1_2023)_34704-1102_PRIMARY_LABEL_547333.pdf
34704-1104,"TOP GUN FLEX (NO USE ON POTATOES IN NASSAU AND SUFFOLK COUNTIES, NY)",34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,"TOP_GUN_FLEX_(NO_USE_ON_POTATOES_IN_NASSAU_AND_SUFFOLK_COUNTIES,_NY)_34704-1104_PRIMARY_LABEL_551730.pdf"
34704-1107,INVERTID 2F [pome fruit only][no use on long island],34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,INSECTICIDE,TRUE,INVERTID_2F_[pome_fruit_only][no_use_on_long_island]_34704-1107_PRIMARY_LABEL_588200.pdf
34704-1108,Dyna-Shield Teemer,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,Dyna-Shield_Teemer_34704-1108_PRIMARY_LABEL_553283.pdf
34704-1109,Dyna-Shield Defuze,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,Dyna-Shield_Defuze_34704-1109_PRIMARY_LABEL_553815.pdf
34704-1110,Dyna-Shield Tibet,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,Dyna-Shield_Tibet_34704-1110_PRIMARY_LABEL_554401.pdf
34704-1111,mad dog K6,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,mad_dog_K6_34704-1111_PRIMARY_LABEL_556615.pdf
34704-1113,SATORI FIT FUNGICIDE,34704,REGISTERED,1304706,CLOSED,ROUTINE,2025-08-06,MATTHEW J GOGIS,FUNGICIDE,TRUE,SATORI_FIT_FUNGICIDE_34704-1113_PRIMARY_LABEL_602120.pdf
34704-1114,MAGISTRATE (NO AERIAL APP IN NYS),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,MAGISTRATE_(NO_AERIAL_APP_IN_NYS)_34704-1114_PRIMARY_LABEL_588067.pdf
34704-1116,bizate 4 SC,34704,REGISTERED,1294226,CLOSED,ROUTINE,2025-02-04,KATHERINE A GRAHAM,MITICIDE,TRUE,bizate_4_SC_34704-1116_PRIMARY_LABEL_597918.pdf
34704-1117,Paraq,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,Paraq_34704-1117_PRIMARY_LABEL_588384.pdf
34704-1118,bizate 50 WDG,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,MITICIDE,TRUE,bizate_50_WDG_34704-1118_PRIMARY_LABEL_555676.pdf
34704-1119,MONGOOSE (NYS USE RESTRICTION),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,MONGOOSE_(NYS_USE_RESTRICTION)_34704-1119_PRIMARY_LABEL_592198.pdf
34704-1120,ROPER DF,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,ROPER_DF_34704-1120_PRIMARY_LABEL_564151.pdf
34704-1121,Sword,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,Sword_34704-1121_PRIMARY_LABEL_562980.pdf
34704-1125,endurance,34704,REGISTERED,1296425,CLOSED,ROUTINE,2025-03-18,JYOTHI MURUNDI,GROWTH REGULATOR,TRUE,endurance_34704-1125_PRIMARY_LABEL_578455.pdf
34704-1130,CARABINER 4SC,34704,REGISTERED,1307577,CLOSED,ROUTINE,2025-09-22,KATHERINE HETTER,HERBICIDE,TRUE,CARABINER_4SC_34704-1130_PRIMARY_LABEL_602198.pdf
34704-1130,signature meso,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,signature_meso_34704-1130_PRIMARY_LABEL_586293.pdf
34704-1131,ZAMDIA SC (no aerial application in ny),34704,REGISTERED,1308485,CLOSED,ROUTINE,2025-10-02,KATHERINE HETTER,MITICIDE,TRUE,ZAMDIA_SC_(no_aerial_application_in_ny)_34704-1131_PRIMARY_LABEL_603165.pdf
34704-1132,cymyte II,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,MITICIDE,TRUE,cymyte_II_34704-1132_PRIMARY_LABEL_580730.pdf
34704-1136,FIRSTWATCH 84 WDG [No Aerial Application in NYS],34704,REGISTERED,1310230,CLOSED,ROUTINE,2025-10-29,MATTHEW J GOGIS,HERBICIDE,TRUE,FIRSTWATCH_84_WDG_[No_Aerial_Application_in_NYS]_34704-1136_PRIMARY_LABEL_602868.pdf
34704-1138,valkos 51 wdg,34704,REGISTERED,1305135,CLOSED,ROUTINE,2025-08-13,JYOTHI MURUNDI,HERBICIDE,TRUE,valkos_51_wdg_34704-1138_PRIMARY_LABEL_601664.pdf
34704-1141,tesoro 70 wsp,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,tesoro_70_wsp_34704-1141_PRIMARY_LABEL_571675.pdf
34704-1144,SENTYX SG (NO AERIAL application OR NON-CROP USE IN NYS),34704,REGISTERED,1304706,CLOSED,ROUTINE,2025-08-06,MATTHEW J GOGIS,HERBICIDE,TRUE,SENTYX_SG_(NO_AERIAL_application_OR_NON-CROP_USE_IN_NYS)_34704-1144_PRIMARY_LABEL_602118.pdf
34704-1145,PENCHANT (NO SALE OR USE ON LONG ISLAND),34704,REGISTERED,1306553,CLOSED,ROUTINE,2025-09-07,JYOTHI MURUNDI,HERBICIDE,TRUE,PENCHANT_(NO_SALE_OR_USE_ON_LONG_ISLAND)_34704-1145_PRIMARY_LABEL_602781.pdf
34704-1148,biZATE 50 WSp,34704,REGISTERED,1304407,CLOSED,ROUTINE,2025-07-30,MATTHEW J GOGIS,MITICIDE,TRUE,biZATE_50_WSp_34704-1148_PRIMARY_LABEL_601824.pdf
34704-1152,OXELID 4F (NO APPLICATION WITHIN 100 FT OF SURFACE WATERS IN NY) (NO AERIAL APPLICATION IN NY),34704,REGISTERED,1308485,CLOSED,ROUTINE,2025-10-02,KATHERINE HETTER,FUNGICIDE,TRUE,OXELID_4F_(NO_APPLICATION_WITHIN_100_FT_OF_SURFACE_WATERS_IN_NY)_(NO_AERIAL_APPLICATION_IN_NY)_34704-1152_PRIMARY_LABEL_603167.pdf
34704-1162,tesoro 4.5 f,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,tesoro_4.5_f_34704-1162_PRIMARY_LABEL_571677.pdf
34704-1164,Navaro 1 EC,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,MITICIDE,TRUE,Navaro_1_EC_34704-1164_PRIMARY_LABEL_582411.pdf
34704-1165,navaro 50 DF,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,MITICIDE,TRUE,navaro_50_DF_34704-1165_PRIMARY_LABEL_582269.pdf
34704-1166,ZAMDIA WSP [no aerial application in NYS],34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,MITICIDE,TRUE,ZAMDIA_WSP_[no_aerial_application_in_NYS]_34704-1166_PRIMARY_LABEL_571674.pdf
34704-1172,sinder 3 l,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,sinder_3_l_34704-1172_PRIMARY_LABEL_571681.pdf
34704-1173,ezitra 35 wsp,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,INSECTICIDE,TRUE,ezitra_35_wsp_34704-1173_PRIMARY_LABEL_582413.pdf
34704-1173,skida 35 wsp,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,INSECTICIDE,TRUE,skida_35_wsp_34704-1173_PRIMARY_LABEL_582332.pdf
34704-1174,ABIGOR,34704,REGISTERED,1304706,CLOSED,ROUTINE,2025-08-06,MATTHEW J GOGIS,HERBICIDE,TRUE,ABIGOR_34704-1174_PRIMARY_LABEL_602119.pdf
34704-1175,bestile 50 wdg,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,INSECTICIDE,TRUE,bestile_50_wdg_34704-1175_PRIMARY_LABEL_571679.pdf
34704-1176,HAISELLO SC (no use on grapes in ny),34704,REGISTERED,1308485,CLOSED,ROUTINE,2025-10-02,KATHERINE HETTER,INSECTICIDE,TRUE,HAISELLO_SC_(no_use_on_grapes_in_ny)_34704-1176_PRIMARY_LABEL_603172.pdf
34704-1178,"FURTIVIO WSP (NOT FOR SALE, SALE INTO, DISTRIBUTION AND/OR USE IN NASSAU AND SUFFOLK COUNTIES)",34704,REGISTERED,1306553,CLOSED,ROUTINE,2025-09-07,JYOTHI MURUNDI,INSECTICIDE,TRUE,"FURTIVIO_WSP_(NOT_FOR_SALE,_SALE_INTO,_DISTRIBUTION_AND_OR_USE_IN_NASSAU_AND_SUFFOLK_COUNTIES)_34704-1178_PRIMARY_LABEL_602778.pdf"
34704-1179,divergence 75 wdg,34704,REGISTERED,1288883,CLOSED,ROUTINE,2024-10-18,KATHERINE HETTER,HERBICIDE,TRUE,divergence_75_wdg_34704-1179_PRIMARY_LABEL_596563.pdf
34704-1183,valkos sc,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,valkos_sc_34704-1183_PRIMARY_LABEL_590316.pdf
34704-1189,MAKAZE K,34704,REGISTERED,1281414,CLOSED,ROUTINE,2024-06-06,MATTHEW J GOGIS,HERBICIDE,TRUE,MAKAZE_K_34704-1189_PRIMARY_LABEL_594121.pdf
34704-1190,zilker sc,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,zilker_sc_34704-1190_PRIMARY_LABEL_582262.pdf
34704-1193,"STERANO II (NO SALE, USE OR DISTRIBUTION IN NASSAU OR SUFFOLK COUNTIES)",34704,REGISTERED,1287819,CLOSED,ROUTINE,2024-10-04,MATTHEW J GOGIS,HERBICIDE,TRUE,"STERANO_II_(NO_SALE,_USE_OR_DISTRIBUTION_IN_NASSAU_OR_SUFFOLK_COUNTIES)_34704-1193_PRIMARY_LABEL_596407.pdf"
34704-1197,"TURAZI XTREME (NO sale, sale into, distribution or use in NASSAU, SUFFOLK, KINGS, OR QUEENS COUNTIES) (NO AERIAL) (100 FT BUFFER TO WATERBODY)",34704,REGISTERED,1292744,CLOSED,ROUTINE,2025-01-08,KATHERINE A GRAHAM,INSECTICIDE,TRUE,"TURAZI_XTREME_(NO_sale,_sale_into,_distribution_or_use_in_NASSAU,_SUFFOLK,_KINGS,_OR_QUEENS_COUNTIES)_(NO_AERIAL)_(100_FT_BUFFER_TO_WATERBODY)_34704-1197_PRIMARY_LABEL_597498.pdf"
34704-120,CLEAN  AMINE  (NO AQUATIC USE IN NYS) (2ee - flowering rush),34704,REGISTERED,1170175,CLOSED,2EE,2019-05-09,SHAUN PETERSON,HERBICIDE,TRUE,CLEAN__AMINE__(NO_AQUATIC_USE_IN_NYS)_(2ee_-_flowering_rush)_34704-120_PRIMARY_LABEL_561710.pdf
34704-120,"AMINE 4 2,4-D WEED KILLER (NO AQUATIC USE IN NYS)",34704,REGISTERED,1305137,CLOSED,ROUTINE,2025-08-13,JYOTHI MURUNDI,HERBICIDE,TRUE,"AMINE_4_2,4-D_WEED_KILLER_(NO_AQUATIC_USE_IN_NYS)_34704-120_PRIMARY_LABEL_601663.pdf"
34704-120,CLEAN  AMINE  (NO AQUATIC USE IN NYS),34704,REGISTERED,1303206,CLOSED,ROUTINE,2025-07-07,SHAUN PETERSON,HERBICIDE,TRUE,CLEAN__AMINE__(NO_AQUATIC_USE_IN_NYS)_34704-120_PRIMARY_LABEL_600742.pdf
34704-124,LOW VOL 4 ESTER WEED KILLER,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,LOW_VOL_4_ESTER_WEED_KILLER_34704-124_PRIMARY_LABEL_586996.pdf
34704-125,LOW VOL 6 ESTER WEED KILLER,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,LOW_VOL_6_ESTER_WEED_KILLER_34704-125_PRIMARY_LABEL_520448.pdf
34704-130,MCP AMINE 4,34704,REGISTERED,1303798,CLOSED,ROUTINE,2025-07-16,SHAUN PETERSON,HERBICIDE,TRUE,MCP_AMINE_4_34704-130_PRIMARY_LABEL_600870.pdf
34704-207,DIMETHOATE 400  [RESTRICTED AS OF 10/31/2013],34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,INSECTICIDE,TRUE,DIMETHOATE_400__[RESTRICTED_AS_OF_10_31_2013]_34704-207_PRIMARY_LABEL_541463.pdf
34704-239,MEC AMINE -D,34704,REGISTERED,1305126,CLOSED,ROUTINE,2025-08-14,JYOTHI MURUNDI,HERBICIDE,TRUE,MEC_AMINE_-D_34704-239_PRIMARY_LABEL_601685.pdf
34704-326,C-O-C-S WDG,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,FUNGICIDE,TRUE,C-O-C-S_WDG_34704-326_PRIMARY_LABEL_544506.pdf
34704-447,CARBARYL 4L,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,INSECTICIDE,TRUE,CARBARYL_4L_34704-447_PRIMARY_LABEL_549985.pdf
34704-474,MALATHION 8 AQUAMUL,34704,REGISTERED,1300857,CLOSED,ROUTINE,2025-05-22,MATTHEW J GOGIS,INSECTICIDE,TRUE,MALATHION_8_AQUAMUL_34704-474_PRIMARY_LABEL_600566.pdf
34704-606,SAVAGE DRY SOLUBLE HERBICIDE,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,SAVAGE_DRY_SOLUBLE_HERBICIDE_34704-606_PRIMARY_LABEL_550404.pdf
34704-609,SALVO,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,"DISINFECTANT, HERBICIDE",TRUE,SALVO_34704-609_PRIMARY_LABEL_534067.pdf
34704-610,CURBIT EC HERBICIDE,34704,REGISTERED,1299100,CLOSED,ROUTINE,2025-04-08,MATTHEW J GOGIS,HERBICIDE,TRUE,CURBIT_EC_HERBICIDE_34704-610_PRIMARY_LABEL_599721.pdf
34704-613,SPROUT NIP EMULSIFIABLE CONCENTRATE,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,GROWTH REGULATOR,TRUE,SPROUT_NIP_EMULSIFIABLE_CONCENTRATE_34704-613_PRIMARY_LABEL_526675.pdf
34704-614,SPROUT NIP 7A,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,GROWTH REGULATOR,TRUE,SPROUT_NIP_7A_34704-614_PRIMARY_LABEL_526677.pdf
34704-622,ATRAZINE 90 WDG,34704,REGISTERED,1306622,CLOSED,ROUTINE,2025-09-07,KATHERINE HETTER,"HERBICIDE, REPELLENT",TRUE,ATRAZINE_90_WDG_34704-622_PRIMARY_LABEL_601759.pdf
34704-648,DIURON 80 WDG WEED KILLER,34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,DIURON_80_WDG_WEED_KILLER_34704-648_PRIMARY_LABEL_513292.pdf
34704-686,SIMAZINE 90 WDG HERBICIDE (RESTRICTED USE AS OF 1/1/2020),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,SIMAZINE_90_WDG_HERBICIDE_(RESTRICTED_USE_AS_OF_1_1_2020)_34704-686_PRIMARY_LABEL_565828.pdf
34704-687,SIMAZINE 4L FLOWABLE HERBICIDE (RESTRICTED USE AS OF 1/1/2020),34704,REGISTERED,1273287,CLOSED,ROUTINE,2024-02-22,KATHERINE HETTER,HERBICIDE,TRUE,SIMAZINE_4L_FLOWABLE_HERBICIDE_(RESTRICTED_USE_AS_OF_1_1_2020)_34704-687_PRIMARY_LABEL_565829.pdf
34704-69,ATRAZINE 4L HERBICIDE,34704,REGISTERED,1305846,CLOSED,ROUTINE,2025-08-25,JYOTHI MURUNDI,HERBICIDE,TRUE,ATRAZINE_4L_HERBICIDE_34704-69_PRIMARY_LABEL_601853.pdf
