Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,is_PDF_downloaded,concat_sub,lookup
228-435-91636,SYNATEK BIFENTHRIN 0.069% PLUS FERTILIZER (VAR FERT BLENDS) (NYS SPECIFIC LANG),91636,REGISTERED,1308558,,ROUTINE,2025-11-07,,INSECTICIDE,False,synatekbifenthrin0.069%plusfertilizer(varfertblends)(nysspecificlang)228-435-91636,FALSE
91897-4,AVIAN FOG FORCE TR (nys specific language),91897,REGISTERED,1273387,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,REPELLENT,False,avianfogforcetr(nysspecificlanguage)91897-4,FALSE
8281-9,HORMEX VITAMIN B1 & HORMONE CONCENTRATE (AG USE),91913,REGISTERED,1308623,,ROUTINE,,,GROWTH REGULATOR,False,hormexvitaminb1hormoneconcentrate(aguse)8281-9,FALSE
92448-1,INBROM 100 QUARANTINE FUMIGANT,92448,REGISTERED,1302949,CLOSED,ROUTINE,2025-09-25,KATHERINE HETTER,INSECTICIDE,False,inbrom100quarantinefumigant92448-1,FALSE
67702-15-92564,bioadvanced science-based solutions fruit & vegetable 3-in-1 solution ready-to-use,92564,REGISTERED,1302829,CLOSED,ROUTINE,2025-08-11,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",False,bioadvancedscience-basedsolutionsfruitvegetable3-in-1solutionready-to-use67702-15-92564,FALSE
67702-17-92564,BIOADVANCED SCIENCE-BASED SOLUTIONS FRUIT & VEGETABLE 3-IN-1 SOLUTION CONCENTRATE (2ee - spotted lanternfly),92564,REGISTERED,1304822,CLOSED,2EE,2025-08-08,SHAUN PETERSON,"INSECTICIDE, MITICIDE",False,bioadvancedscience-basedsolutionsfruitvegetable3-in-1solutionconcentrate(2ee-spottedlanternfly)67702-17-92564,FALSE
67702-18-92564,NATRIA GRASS & WEED CONTROL WITH ROOT KILL READY-TO-USE,92564,REGISTERED,1302829,CLOSED,ROUTINE,2025-08-11,KATHERINE HETTER,HERBICIDE,False,natriagrassweedcontrolwithrootkillready-to-use67702-18-92564,FALSE
67702-3-92564,Natria Snail & Slug killer BAIT,92564,DISCONTINUED,1302829,CLOSED,ROUTINE,2025-08-11,KATHERINE HETTER,MOLLUSCICIDE,False,natriasnailslugkillerbait67702-3-92564,FALSE
92564-12,"BIOADVANCED SCIENCE-BASED SOLUTIONS COMPLETE BRAND INSECT KILLER FOR SOIL & TURF READY-TO-SPRAY [NOT FOR SALE, DISTRIBUTION, OR USE IN NASSAU, SUFFOLK, KINGS, AND QUEENS COUTIES, NEW YORK] (RESTRICTED USE AS OF 1/1/2023)",92564,REGISTERED,1302829,CLOSED,ROUTINE,2025-08-11,KATHERINE HETTER,INSECTICIDE,False,"bioadvancedscience-basedsolutionscompletebrinsectkillerforsoilturfready-to-spray[notforsale,distribution,oruseinnassau,suffolk,kings,queenscouties,newyork](restricteduseasof112023)92564-12",FALSE
92564-13,"BIOADVANCED SCIENCE-BASED SOLUTIONS COMPLETE BRAND INSECT KILLER FOR SOIL & TURF READY-TO-SPREAD GRANULES [NOT FOR SALE, DISTRIBUTION OR USE IN NASSAU, SUFFOLK, KINGS AND QUEENS COUNTIES OF NEW YORK] (RESTRICTED USE AS OF 1/1/2023)",92564,REGISTERED,1302829,CLOSED,ROUTINE,2025-08-11,KATHERINE HETTER,INSECTICIDE,False,"bioadvancedscience-basedsolutionscompletebrinsectkillerforsoilturfready-to-spreadgranules[notforsale,distributionoruseinnassau,suffolk,kingsqueenscountiesofnewyork](restricteduseasof112023)92564-13",FALSE
92564-16,"BIOADVANCED SCIENCE-BASED SOLUTIONS SEASON LONG GRUB CONTROL PLUS TURF REVITALIZER READY-TO-SPREAD GRANULES (NO SALE, SALE INTO, DISTRIBUTION OR USE IN NASSAU, SUFFOLK, KINGS OR QUEENS COUNTIES) (RESTRICTED USE AS OF 1/1/2023)",92564,REGISTERED,1302829,CLOSED,ROUTINE,2025-08-11,KATHERINE HETTER,INSECTICIDE,False,"bioadvancedscience-basedsolutionsseasonlonggrubcontrolplusturfrevitalizerready-to-spreadgranules(nosale,saleinto,distributionoruseinnassau,suffolk,kingsorqueenscounties)(restricteduseasof112023)92564-16",FALSE
92564-17,BioAdvanced Science-Based Solutions COmplete Brand Insect Killer for Soil & Turf Concentrate I,92564,REGISTERED,1302829,CLOSED,ROUTINE,2025-08-11,KATHERINE HETTER,INSECTICIDE,False,bioadvancedscience-basedsolutionscompletebrinsectkillerforsoilturfconcentratei92564-17,FALSE
92564-32,BioAdvanced Science-Based Solutions Extreme CRABGRASS KILLER,92564,REGISTERED,1302829,CLOSED,ROUTINE,2025-08-11,KATHERINE HETTER,HERBICIDE,False,bioadvancedscience-basedsolutionsextremecrabgrasskiller92564-32,FALSE
92564-38,BIOADVANCED SCIENCE-BASED SOLUTIONS FUNGUS CONTROL FOR LAWNS READY-TO-SPREaD GRANULES II,92564,REGISTERED,1302829,CLOSED,ROUTINE,2025-08-11,KATHERINE HETTER,FUNGICIDE,False,bioadvancedscience-basedsolutionsfunguscontrolforlawnsready-to-spreadgranulesii92564-38,FALSE
92564-4,bioadvanced science-based solutions lawn weed killer ready to spray,92564,REGISTERED,1302829,CLOSED,ROUTINE,2025-08-11,KATHERINE HETTER,HERBICIDE,False,bioadvancedscience-basedsolutionslawnweedkillerreadytospray92564-4,FALSE
92564-88,BIOADVANCED SCIENCE-BASED SOLUTIONS SEASON LONG WEED KILLER CONCENTRATE (MAX APP RATE 0.25 LB AI/A/YR IN NY),92564,REGISTERED,1302829,CLOSED,ROUTINE,2025-08-11,KATHERINE HETTER,HERBICIDE,False,bioadvancedscience-basedsolutionsseasonlongweedkillerconcentrate(maxapprate0.25lbaiayrinny)92564-88,FALSE
92647-1,TIGRIS AZOXYPROP,92647,REGISTERED,1288126,CLOSED,ROUTINE,2024-12-12,KATHERINE HETTER,FUNGICIDE,False,tigrisazoxyprop92647-1,FALSE
53883-74-92720,Intersect Gold Synergized POUR-ON,92720,REGISTERED,1288125,CLOSED,ROUTINE,2024-11-25,JYOTHI MURUNDI,INSECTICIDE,False,intersectgoldsynergizedpour-on53883-74-92720,FALSE
92807-2,BD-135 (home/residential use),92807,REGISTERED,1302915,CLOSED,ROUTINE,2025-08-22,KATHERINE HETTER,REPELLENT,False,bd-135(homeresidentialuse)92807-2,FALSE
92894-3,GOALTENDER,92894,REGISTERED,1288236,CLOSED,ROUTINE,2024-11-25,JYOTHI MURUNDI,HERBICIDE,False,goaltender92894-3,FALSE
6836-445-92953,KI-OSE RTU,92953,REGISTERED,1302885,CLOSED,ROUTINE,2025-09-16,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,ki-osertu6836-445-92953,FALSE
44757-3-92967,avenger boric acid roach killer II,92967,REGISTERED,1282671,CLOSED,ROUTINE,2024-07-29,KATHERINE HETTER,INSECTICIDE,False,avengerboricacidroachkillerii44757-3-92967,FALSE
1839-190-92977,touchpoint pro DISINFECTANT WIPEs,92977,REGISTERED,1308622,,ROUTINE,,,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,touchpointprodisinfectantwipes1839-190-92977,FALSE
91605-2-93142,GRANDPA GUS'S MOSQUITO TRAP BY INZECTO,93142,REGISTERED,1292542,CLOSED,ROUTINE,2025-02-20,KATHERINE HETTER,MOSQUITO LARVICIDE,False,grpagus'smosquitotrapbyinzecto91605-2-93142,FALSE
92413-10-93176,purrs advance for cats (over 9 lbs),93176,REGISTERED,1308571,,ROUTINE,,,INSECTICIDE,False,purrsadvanceforcats(over9lbs)92413-10-93176,FALSE
92413-10-93176,purrs advance for cats (2-5 lbs),93176,REGISTERED,1308571,,ROUTINE,,,INSECTICIDE,False,purrsadvanceforcats(2-5lbs)92413-10-93176,FALSE
85208-1-93489,Green Gobbler 20% VINEGAR WEED Killer,93489,REGISTERED,1282730,CLOSED,ROUTINE,2024-07-12,JYOTHI MURUNDI,HERBICIDE,False,greengobbler20%vinegarweedkiller85208-1-93489,FALSE
935-20007,SODIUM HYPOCHLORITE,935,REGISTERED,1288110,CLOSED,ROUTINE,2024-10-24,JYOTHI MURUNDI,"ALGAECIDE, ANTIMICROBIAL, DISINFECTANT, WOOD PRESERVATIVE",False,sodiumhypochlorite935-20007,FALSE
935-8,CHLORINE,935,REGISTERED,1288110,CLOSED,ROUTINE,2024-10-24,JYOTHI MURUNDI,"ALGAECIDE, ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,chlorine935-8,FALSE
93616-1,Mimikai nsect Repellent,93616,REGISTERED,1308604,,ROUTINE,,,REPELLENT,False,mimikainsectrepellent93616-1,FALSE
63838-1-93752,reset,93752,REGISTERED,1297735,CLOSED,ROUTINE,2025-04-24,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,reset63838-1-93752,FALSE
93809-14,AXILL SOLUTIONS GLUFOSINATE 280SL [No Use in Nassau & Suffolk Counties of New York State],93809,REGISTERED,1273350,CLOSED,ROUTINE,2024-03-18,JYOTHI MURUNDI,HERBICIDE,False,axillsolutionsglufosinate280sl[nouseinnassausuffolkcountiesofnewyorkstate]93809-14,FALSE
93809-4,Axill Solutions Paraquat 3SL,93809,REGISTERED,1273350,CLOSED,ROUTINE,2024-03-18,JYOTHI MURUNDI,HERBICIDE,False,axillsolutionsparaquat3sl93809-4,FALSE
9436-4,SODIUM HYPOCHLORITE 12.5%                                             ,9436,REGISTERED,1302942,CLOSED,ROUTINE,2025-09-17,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,sodiumhypochlorite12.5%9436-4,FALSE
89600-8-94485,GUARD M,94485,REGISTERED,1289739,CLOSED,ROUTINE,2024-11-05,MATTHEW J GOGIS,INSECTICIDE,False,guardm89600-8-94485,FALSE
94659-3,BROMIGUARD TABLETS,94659,REGISTERED,1307384,CLOSED,ROUTINE,2025-09-17,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,bromiguardtablets94659-3,FALSE
95009-6,MAXUNITECH DITHIOPYR 2 EW (NYS Max Application Rate; REDUCED APPLICATION RATE ON LI),95009,REGISTERED,1292394,CLOSED,ROUTINE,2025-02-28,JYOTHI MURUNDI,HERBICIDE,False,maxunitechdithiopyr2ew(nysmaxapplicationrate;reducedapplicationrateonli)95009-6,FALSE
100-1492-961,"LEBANON PRO BRAND FERTILIZER WITH 0.067% ACELEPRYN INSECTICIDE AND GRUB PREVENTER (NO NASSAU, SUFFOLK, KINGS OR QUEENS)(NY BUFFER ZONES)",961,REGISTERED,1292355,CLOSED,ROUTINE,2025-02-03,KATHERINE HETTER,INSECTICIDE,False,"lebanonprobrfertilizerwith0.067%acelepryninsecticidegrubpreventer(nonassau,suffolk,kingsorqueens)(nybufferzones)100-1492-961",FALSE
961-359-2290,TERRE TURF SPUR II PLUS CRABGRASS CONTROL WITH DIMENSION (NO USE ON LI) (MAX USE RATE 0.5 LBS AI/ACRE/YEAR),961,REGISTERED,1292355,CLOSED,ROUTINE,2025-02-03,KATHERINE HETTER,HERBICIDE,False,terreturfspuriipluscrabgrasscontrolwithdimension(nouseonli)(maxuserate0.5lbsaiacreyear)961-359-2290,FALSE
9688-246,BLACK FLAG ANT & ROACH KILLER (SPRING FRESH),9688,REGISTERED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,INSECTICIDE,False,blackflagantroachkiller(springfresh)9688-246,FALSE
9688-249,NO-PEST FOGGER (unscented),9688,REGISTERED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,INSECTICIDE,False,no-pestfogger(unscented)9688-249,FALSE
9688-249,RID-A-BUG FOGGER 4,9688,REGISTERED,1286460,CLOSED,ROUTINE,2024-09-16,KATHERINE HETTER,INSECTICIDE,False,rid-a-bugfogger49688-249,FALSE
9688-302,BLACK FLAG HOME INSECT CONTROL CONCENTRATE 2,9688,DISCONTINUED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,INSECTICIDE,False,blackflaghomeinsectcontrolconcentrate29688-302,FALSE
9688-302,BLACK FLAG EXTREME HOME INSECT CONTROL CONCENTRATE 2,9688,REGISTERED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,INSECTICIDE,False,blackflagextremehomeinsectcontrolconcentrate29688-302,FALSE
9688-313,BLACK FLAG EXTREME FLEA KILLER SPRAY PLUS GROWTH REGULATOR,9688,REGISTERED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,"GROWTH REGULATOR, INSECTICIDE",False,blackflagextremefleakillersprayplusgrowthregulator9688-313,FALSE
9688-314,BLACK FLAG EXTREME HOME INSECT CONTROL PLUS GERM KILLER2,9688,DISCONTINUED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,"ANTIMICROBIAL, INSECTICIDE",False,blackflagextremehomeinsectcontrolplusgermkiller29688-314,FALSE
9688-314,BLACK FLAG EXTREME HOME INSECT CONTROL PLUS GERM KILLER,9688,REGISTERED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,"ANTIMICROBIAL, INSECTICIDE",False,blackflagextremehomeinsectcontrolplusgermkiller9688-314,FALSE
9688-315,BLACK FLAG DRY ANT AND ROACH KILLER,9688,REGISTERED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,INSECTICIDE,False,blackflagdryantroachkiller9688-315,FALSE
9688-320,ULTRA-KILL ANT & ROACH KILLER 2  (UNSCENTED),9688,REGISTERED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,INSECTICIDE,False,ultra-killantroachkiller2(unscented)9688-320,FALSE
9688-320,RID-A-BUG ANT & ROACH KILLER 3 (COUNTRY SCENT),9688,REGISTERED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,INSECTICIDE,False,rid-a-bugantroachkiller3(countryscent)9688-320,FALSE
9688-320,RID-A-BUG ANT & ROACH KILLER 3 (UNSCENTED),9688,REGISTERED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,INSECTICIDE,False,rid-a-bugantroachkiller3(unscented)9688-320,FALSE
9688-322,BLACK FLAG FLEA & TICK FOAM FOR CARPETS PLUS GROWTH REGULATOR HOME TREATMENT,9688,DISCONTINUED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,"GROWTH REGULATOR, INSECTICIDE, MITICIDE",False,blackflagfleatickfoamforcarpetsplusgrowthregulatorhometreatment9688-322,FALSE
9688-325,NO-PEST WASP & HORNET KILLER 5,9688,REGISTERED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,INSECTICIDE,False,no-pestwasphornetkiller59688-325,FALSE
9688-329,Black Flag Dry Flea & Tick Fogger,9688,REGISTERED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,INSECTICIDE,False,blackflagdryfleatickfogger9688-329,FALSE
9688-334,BLACK FLAG FLEA & TICK KILLER CONCENTRATE YARD TREATMENT 2 (IN NYS NO USE WITHIN 100' OF COASTAL MARSHES),9688,REGISTERED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,INSECTICIDE,False,blackflagfleatickkillerconcentrateyardtreatment2(innysnousewithin100'ofcoastalmarshes)9688-334,FALSE
9688-343,Black Flag Dry Ant & Roach Killer2,9688,REGISTERED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,INSECTICIDE,False,blackflagdryantroachkiller29688-343,FALSE
9688-345,BLACK FLAG HOME INSECT CONTROL4,9688,REGISTERED,1295590,CLOSED,ROUTINE,2025-03-04,MATTHEW J GOGIS,INSECTICIDE,False,blackflaghomeinsectcontrol49688-345,FALSE
9688-345,BLACK FLAG HOME INSECT CONTROL3,9688,REGISTERED,1295585,CLOSED,ROUTINE,2025-03-04,MATTHEW J GOGIS,INSECTICIDE,False,blackflaghomeinsectcontrol39688-345,FALSE
9688-346,Black Flag Flea & Tick Aerosol For Upholstery & Pet Bedding Plus Growth Regulator Home Treatment2,9688,REGISTERED,1277666,CLOSED,ROUTINE,2024-04-22,KATHERINE HETTER,"GROWTH REGULATOR, INSECTICIDE",False,blackflagfleatickaerosolforupholsterypetbeddingplusgrowthregulatorhometreatment29688-346,FALSE
9688-356,CUTTER ECLIPSE ZONE MOSQUITO REPELLENT,9688,REGISTERED,1281415,CLOSED,ROUTINE,2024-06-06,MATTHEW J GOGIS,REPELLENT,False,cuttereclipsezonemosquitorepellent9688-356,FALSE
9688-356,CUTTER MOSQUITO REPELLENT REFILL,9688,REGISTERED,1281415,CLOSED,ROUTINE,2024-06-06,MATTHEW J GOGIS,REPELLENT,False,cuttermosquitorepellentrefill9688-356,FALSE
9688-356,REPEL REALM ZONE MOSQUITO REPELLENT,9688,REGISTERED,1281622,CLOSED,ROUTINE,2024-06-13,MATTHEW J GOGIS,REPELLENT,False,repelrealmzonemosquitorepellent9688-356,FALSE
9688-356,REPEL MOSQUITO REPELLENT REFILL,9688,REGISTERED,1281622,CLOSED,ROUTINE,2024-06-13,MATTHEW J GOGIS,REPELLENT,False,repelmosquitorepellentrefill9688-356,FALSE
84059-14-97021,ARBER BIO INSECTICIDE,97021,REGISTERED,1292415,CLOSED,ROUTINE,2025-04-01,JYOTHI MURUNDI,"INSECTICIDE, MITICIDE",False,arberbioinsecticide84059-14-97021,FALSE
84059-28-97021,ARBER BIO FUNGICIDE,97021,REGISTERED,1292415,CLOSED,ROUTINE,2025-04-01,JYOTHI MURUNDI,FUNGICIDE,False,arberbiofungicide84059-28-97021,FALSE
84059-3-97021,ARBER BIO PROTECTANT,97021,REGISTERED,1292415,CLOSED,ROUTINE,2025-04-01,JYOTHI MURUNDI,FUNGICIDE,False,arberbioprotectant84059-3-97021,FALSE
4564-27-97292,GUARD 24 HOUR,97292,REGISTERED,1308621,,ROUTINE,,,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,guard24hour4564-27-97292,FALSE
82972-1-97508,PROVENTOX,97508,REGISTERED,1288222,CLOSED,ROUTINE,2024-12-03,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,proventox82972-1-97508,FALSE
63838-15-97645,DISINFECTING SURFACE CLEANER,97645,REGISTERED,1273465,CLOSED,ROUTINE,2024-01-16,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,disinfectingsurfacecleaner63838-15-97645,FALSE
85905-8-97680,pertinent ag herdguard cattle feed-thru,97680,REGISTERED,1273360,CLOSED,ROUTINE,2024-03-11,JYOTHI MURUNDI,GROWTH REGULATOR,False,pertinentagherdguardcattlefeed-thru85905-8-97680,FALSE
91586-2-97680,pertinent ag herdguard premix,97680,REGISTERED,1273360,CLOSED,ROUTINE,2024-03-11,JYOTHI MURUNDI,GROWTH REGULATOR,False,pertinentagherdguardpremix91586-2-97680,FALSE
97680-1,Pertinent IGR 10.5% feed-thru,97680,REGISTERED,1273360,CLOSED,ROUTINE,2024-03-11,JYOTHI MURUNDI,GROWTH REGULATOR,False,pertinentigr10.5%feed-thru97680-1,FALSE
97680-4,PERTINENT FLY CONTROL IGR 0.4% FORMULATING CONCENTRATE,97680,REGISTERED,1273360,CLOSED,ROUTINE,2024-03-11,JYOTHI MURUNDI,"GROWTH REGULATOR, INSECTICIDE",False,pertinentflycontroligr0.4%formulatingconcentrate97680-4,FALSE
93108-1-97687,zyris disinfectant,97687,REGISTERED,1292546,CLOSED,ROUTINE,2025-04-02,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,zyrisdisinfectant93108-1-97687,FALSE
92035-1-97839,pest-kote,97839,REGISTERED,1282760,CLOSED,ROUTINE,2024-08-05,JYOTHI MURUNDI,"INSECTICIDE, MITICIDE",False,pest-kote92035-1-97839,FALSE
9804-1,OXINE,9804,REGISTERED,1277723,CLOSED,ROUTINE,2024-05-30,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,oxine9804-1,FALSE
9804-1,OXINE (AD),9804,REGISTERED,1277723,CLOSED,ROUTINE,2024-05-30,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,oxine(ad)9804-1,FALSE
706-111-98104,COASTWIDE PROFESSIONAL 115 DISINFECTANT & DEODORIZER,98104,REGISTERED,1277711,CLOSED,ROUTINE,2024-06-18,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,coastwideprofessional115disinfectantdeodorizer706-111-98104,FALSE
98194-1,DISINFEX DISINFECTING WIPES (FRESH SCENT),98194,REGISTERED,1308580,,ROUTINE,,,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,disinfexdisinfectingwipes(freshscent)98194-1,FALSE
98194-1,DISINFEX DISINFECTING WIPES (LEMON SCENT),98194,REGISTERED,1308580,,ROUTINE,,,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,disinfexdisinfectingwipes(lemonscent)98194-1,FALSE
98194-1-40020,Homeline Disinfecting Wipes (Lavender Scent),98194,REGISTERED,1308580,,ROUTINE,,,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,homelinedisinfectingwipes(lavenderscent)98194-1-40020,FALSE
93908-1-98686,PAEROLYTE (HOSPITAL DISINFECTANT),98686,REGISTERED,1273733,CLOSED,ROUTINE,2024-01-13,MATTHEW J GOGIS,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,paerolyte(hospitaldisinfectant)93908-1-98686,FALSE
34810-25-98789,MILSEK CLEANER & DISINFECTANT (herbal scent),98789,REGISTERED,1273469,CLOSED,ROUTINE,2024-01-19,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,milsekcleanerdisinfectant(herbalscent)34810-25-98789,FALSE
70506-230-98985,sandbur & crabgrass preventer,98985,REGISTERED,1297687,CLOSED,ROUTINE,2025-04-18,JYOTHI MURUNDI,HERBICIDE,False,sburcrabgrasspreventer70506-230-98985,FALSE
98985-1,IKE'S lawn weed killer,98985,REGISTERED,1297687,CLOSED,ROUTINE,2025-04-18,JYOTHI MURUNDI,HERBICIDE,False,ike'slawnweedkiller98985-1,FALSE
98985-5,X-OUT (NO USE IN NASSAU & SUFFOLK COUNTIES),98985,REGISTERED,1297687,CLOSED,ROUTINE,2025-04-18,JYOTHI MURUNDI,HERBICIDE,False,x-out(nouseinnassausuffolkcounties)98985-5,FALSE
706-112-99212,Grand tongo town & jungle protection insect repellent (neroli + bamboo),99212,REGISTERED,1297686,CLOSED,ROUTINE,2025-04-17,KATHERINE HETTER,REPELLENT,False,grtongotownjungleprotectioninsectrepellent(neroli+bamboo)706-112-99212,FALSE
706-112-99212,Grand tongo town & jungle protection insect repellent (juniper + cypress),99212,REGISTERED,1297686,CLOSED,ROUTINE,2025-04-17,KATHERINE HETTER,REPELLENT,False,grtongotownjungleprotectioninsectrepellent(juniper+cypress)706-112-99212,FALSE
99212-1,GRAND TONGO TOWN & JUNGLE PROTECTION INSECT REPELLENT (FRAGRANCE FREE),99212,REGISTERED,1303313,CLOSED,ROUTINE,2025-07-07,MATTHEW J GOGIS,REPELLENT,False,grtongotownjungleprotectioninsectrepellent(fragrancefree)99212-1,FALSE
84878-2-99244,WONDERCIDE MAXIMUM PROTECTION MOSQUITO & TICK REPELLENT,99244,REGISTERED,1308817,CLOSED,ROUTINE,2025-10-06,MATTHEW J GOGIS,REPELLENT,False,wondercidemaximumprotectionmosquitotickrepellent84878-2-99244,FALSE
93108-1-99244,WONDERCIDE MULTI-SURFACE DISINFECTANT,99244,REGISTERED,1306845,CLOSED,ROUTINE,2025-09-10,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,wondercidemulti-surfacedisinfectant93108-1-99244,FALSE
72315-16-99544,SODROX HIGH STRENGTH SODIUM HYPOCHLORITE EP,99544,REGISTERED,1302882,CLOSED,ROUTINE,2025-08-11,JYOTHI MURUNDI,"ALGAECIDE, MOLLUSCICIDE, SANITIZER",False,sodroxhighstrengthsodiumhypochloriteep72315-16-99544,FALSE
67702-27-99728,clean green selective weed killer,99728,REGISTERED,1273416,CLOSED,ROUTINE,2024-01-19,KATHERINE HETTER,HERBICIDE,False,cleangreenselectiveweedkiller67702-27-99728,FALSE
71847-6-99958,OXITAB,99958,REGISTERED,1281630,CLOSED,ROUTINE,2024-06-13,SHAUN PETERSON,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,oxitab71847-6-99958,FALSE
