original_target_name,original_crop,original_target_type,source_target_type,new_target_name,new_target_type,new_target_species,source_refined,deployed,main_target_list
Armillaria Root Rot,Blueberry,Disease,Disease,Armillaria Root Rot,,Armillaria spp.,LLM:gpt-5.2,True,False
Armillaria spp.,Blueberry,Disease,Disease,Armillaria Root Rot,,Armillaria spp.,LLM:gpt-5.2,True,False
Aspergillus versicolor,Blueberry,Disease,Disease,Aspergillus Rot,,Aspergillus spp.,LLM:gpt-5.2,True,False
Awl nematodes (Dolichodorus species),Blueberry,Disease,Disease,Awl Nematodes,,Dolichodorus spp.,LLM:gpt-5.2,True,False
Bacteria,Blueberry,Disease,Disease,Bacterial Diseases,,,LLM:gpt-5.2,False,False
Bacterial Blight/Canker,Blueberry,Disease,Disease,Bacterial Canker,,,LLM:gpt-5.2,True,True
Bacterial Canker (Pseudomonas),Blueberry,Disease,Disease,Bacterial Canker,,Pseudomonas spp.,LLM:gpt-5.2,True,True
Bacterial Wilt,Blueberry,Disease,Disease,Bacterial Wilt,,,LLM:gpt-5.2,True,False
Bacterial blast (Pseudomonas),Blueberry,Disease,Disease,Bacterial Blast,,Pseudomonas spp.,LLM:gpt-5.2,True,False
Bacterial canker,Blueberry,Disease,Disease,Bacterial Canker,,,LLM:gpt-5.2,True,True
Bacterial canker of Kiwi fruit,Blueberry,Disease,Disease,Bacterial Canker,,,LLM:gpt-5.2,True,True
Basal Stem Rot,Blueberry,Disease,Disease,Basal Stem Rot,,,LLM:gpt-5.2,True,False
Basidiophora,Blueberry,Disease,Disease,Basidiophora Leaf Spot,,Basidiophora spp.,LLM:gpt-5.2,True,False
Basil Downy Mildew,Blueberry,Disease,Disease,Downy Mildew,,Basidiophora spp.,LLM:gpt-5.2,True,False
Belonolaimus spp.,Blueberry,Disease,Disease,Sting Nematodes,,Belonolaimus spp.,LLM:gpt-5.2,True,False
Berry rot,Blueberry,Disease,Disease,Fruit Rot,,,LLM:gpt-5.2,True,False
Berry rot or Botrytis gray mold,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Bipolaris,Blueberry,Disease,Disease,Bipolaris Leaf Spot,,Bipolaris spp.,LLM:gpt-5.2,True,False
Black Root Rot,Blueberry,Disease,Disease,Black Root Rot,,Thielaviopsis spp.,LLM:gpt-5.2,True,False
Black Sigatoka,Blueberry,Disease,Disease,Black Sigatoka,,,LLM:gpt-5.2,True,False
Black leaf spot,Blueberry,Disease,Disease,Black Leaf Spot,,,LLM:gpt-5.2,True,False
Blackberry psyllid,Blueberry,Disease,Insects,Blackberry Psyllid,,,LLM:gpt-5.2,True,False
Blossom Blight,Blueberry,Disease,Disease,Blossom Blight,,,LLM:gpt-5.2,True,False
Blossom and shoot blast,Blueberry,Disease,Disease,Blossom and Shoot Blast,,,LLM:gpt-5.2,True,False
Blotch,Blueberry,Disease,Disease,Leaf Blotch,,,LLM:gpt-5.2,True,False
Blueberry blossom weevil,Blueberry,Disease,Insects,Blueberry Blossom Weevil,,,LLM:gpt-5.2,True,False
Blueberry leaf rust,Blueberry,Disease,Disease,Blueberry Leaf Rust,,Pucciniastrum spp.,LLM:gpt-5.2,True,False
Botryosphaeria Canker,Blueberry,Disease,Disease,Botryosphaeria Canker,,Botryosphaeria spp.,LLM:gpt-5.2,True,False
Botryosphaeria Stem Canker and Blight (Botryosphaeria spp.),Blueberry,Disease,Disease,Botryosphaeria Canker,,Botryosphaeria spp.,LLM:gpt-5.2,True,False
Botrytis (Suppression),Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis (aids in control),Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
"Botrytis (botrytis blight, blossom, fruit, twig canker)",Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis Blight and Fruit Rot,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis Blight and Fruit Rot (Botrytis cinerea),Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis Bunch Rot,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis Fruit Rot,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis blight,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis cinerea,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis crown rot,Blueberry,Disease,Disease,Botrytis Crown Rot,,Botrytis spp.,LLM:gpt-5.2,True,False
Botrytis foliar blight and fruit rot,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis fruit rot (Botrytis cinerea),Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis fruit rot and Blossom blight,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis fruit rot and blight,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis gray mold,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis gray mold or berry rot,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis spp.,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Brown Rot,Blueberry,Disease,Disease,Brown Rot,,Monilinia spp.,LLM:gpt-5.2,True,False
Brown leaf spot,Blueberry,Disease,Disease,Brown Leaf Spot,,,LLM:gpt-5.2,True,False
Brown rot blossom blight,Blueberry,Disease,Disease,Brown Rot Blossom Blight,,Monilinia spp.,LLM:gpt-5.2,True,False
Bunch Rot,Blueberry,Disease,Disease,Bunch Rot,,,LLM:gpt-5.2,True,False
Burkholderia glumae,Blueberry,Disease,Disease,Bacterial Panicle Blight,,Burkholderia spp.,LLM:gpt-5.2,True,False
Burrowing nematode (Radopholus similis),Blueberry,Disease,Disease,Burrowing Nematode,,Radopholus spp.,LLM:gpt-5.2,True,False
Cane Blight,Blueberry,Disease,Disease,Cane Blight,,,LLM:gpt-5.2,True,False
Cane Gall,Blueberry,Disease,Disease,Cane Gall,,,LLM:gpt-5.2,True,False
Cane and Stem Canker,Blueberry,Disease,Disease,Stem Canker,,,LLM:gpt-5.2,True,False
Cane botrytis,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Canker,Blueberry,Disease,Disease,Canker,,,LLM:gpt-5.2,False,False
Cephalosporium maydis,Blueberry,Disease,Disease,Cephalosporium Stalk Rot,,Cephalosporium spp.,LLM:gpt-5.2,True,False
Citrus nematode (Tylenchulus semipenetrans),Blueberry,Disease,Disease,Citrus Nematode,,Tylenchulus spp.,LLM:gpt-5.2,True,False
Cladosporium,Blueberry,Disease,Disease,Cladosporium Leaf Spot,,Cladosporium spp.,LLM:gpt-5.2,True,False
Coryneum blight (shot hole),Blueberry,Disease,Disease,Shot Hole,,,LLM:gpt-5.2,True,False
Cottonball,Blueberry,Disease,Disease,Cottonball,,Monilinia spp.,LLM:gpt-5.2,True,False
Cranberry Cottonball,Blueberry,Disease,Disease,Cottonball,,Monilinia spp.,LLM:gpt-5.2,True,False
Cranberry Early Rot,Blueberry,Disease,Disease,Cranberry Early Rot,,,LLM:gpt-5.2,True,False
Criconemella spp.,Blueberry,Disease,Disease,Ring Nematodes,,,LLM:gpt-5.2,True,False
Criconemoides spp.,Blueberry,Disease,Disease,Ring Nematodes,,,LLM:gpt-5.2,True,False
Crown Gall,Blueberry,Disease,Disease,Crown Gall,,Agrobacterium spp.,LLM:gpt-5.2,True,False
Crown or Collar rot,Blueberry,Disease,Disease,Phytophthora Crown and Root Rot,,Phytophthora spp.,LLM:gpt-5.2,True,False
Cylindrocladium,Blueberry,Disease,Disease,Cylindrocladium Root Rot,,Cylindrocladium spp.,LLM:gpt-5.2,True,False
Cylindrocladium root rot,Blueberry,Disease,Disease,Cylindrocladium Root Rot,,Cylindrocladium spp.,LLM:gpt-5.2,True,False
Cyst nematodes (Heterodera and Globodera species),Blueberry,Disease,Disease,Cyst Nematodes,,,LLM:gpt-5.2,True,False
Dagger nematodes (Xiphinema species),Blueberry,Disease,Disease,Dagger Nematodes,,Xiphinema spp.,LLM:gpt-5.2,True,False
Damping off,Blueberry,Disease,Disease,Damping-Off,,,LLM:gpt-5.2,True,False
Damping-off Fungus,Blueberry,Disease,Disease,Damping-Off,,,LLM:gpt-5.2,True,False
Didymella,Blueberry,Disease,Disease,Didymella Leaf Spot,,Didymella spp.,LLM:gpt-5.2,True,False
Didymella bryoniae,Blueberry,Disease,Disease,Didymella Leaf Spot,,Didymella spp.,LLM:gpt-5.2,True,False
Drosophila suzukii,Blueberry,Disease,Insects,Spotted Wing Drosophila,,,LLM:gpt-5.2,True,False
Dry crown rot,Blueberry,Disease,Disease,Dry Crown Rot,,,LLM:gpt-5.2,True,False
Early Blight,Blueberry,Disease,Disease,Early Blight,,,LLM:gpt-5.2,True,False
Erysiphe spp.,Blueberry,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
European raspberry aphid,Blueberry,Disease,Insects,European Raspberry Aphid,,,LLM:gpt-5.2,True,False
Eutypa,Blueberry,Disease,Disease,Eutypa Dieback,,Eutypa spp.,LLM:gpt-5.2,True,False
Exobasidium Fruit and Leaf Spot (Exobasidium vaccinii),Blueberry,Disease,Disease,Exobasidium Fruit and Leaf Spot,,Exobasidium spp.,LLM:gpt-5.2,True,False
False root-knot nematodes (Naccobus species),Blueberry,Disease,Disease,False Root-Knot Nematodes,,Naccobus spp.,LLM:gpt-5.2,True,False
Fly speck,Blueberry,Disease,Disease,Flyspeck,,,LLM:gpt-5.2,True,False
Fruit Rot (Phomopsis spp. and Rhizopus spp),Blueberry,Disease,Disease,Fruit Rot,,,LLM:gpt-5.2,True,False
Fruit rot,Blueberry,Disease,Disease,Fruit Rot,,,LLM:gpt-5.2,True,False
Fruit rots (in addition to those appearing elsewhere in this listing),Blueberry,Disease,Disease,Fruit Rot,,,LLM:gpt-5.2,True,False
"Fruit rots, minor",Blueberry,Disease,Disease,Fruit Rot,,,LLM:gpt-5.2,True,False
Fungi/oomycetes,Blueberry,Disease,Disease,Fungal and Oomycete Diseases,,,LLM:gpt-5.2,False,False
Fusarium,Blueberry,Disease,Disease,Fusarium Diseases,,Fusarium spp.,LLM:gpt-5.2,True,False
Fusarium oxysporum,Blueberry,Disease,Disease,Fusarium Wilt,,Fusarium spp.,LLM:gpt-5.2,True,False
Fusarium spp.,Blueberry,Disease,Disease,Fusarium Diseases,,Fusarium spp.,LLM:gpt-5.2,True,False
Fusarium wilt,Blueberry,Disease,Disease,Fusarium Wilt,,Fusarium spp.,LLM:gpt-5.2,True,False
General leaf and berry diseases such as those caused by Septoria spp. and suppression of Anthracnose spp.,Blueberry,Disease,Disease,Leaf Spots and Fruit Rots,,,LLM:gpt-5.2,True,False
Gibberella fujikuroi,Blueberry,Disease,Disease,Fusarium Diseases,,Fusarium spp.,LLM:gpt-5.2,True,False
Globodera spp.,Blueberry,Disease,Disease,Cyst Nematodes,,Globodera spp.,LLM:gpt-5.2,True,False
Gloeosporium (anthracnose),Blueberry,Disease,Disease,Anthracnose,,Colletotrichum spp.,LLM:gpt-5.2,True,False
"Glomerella (anthracnose, berry rot)",Blueberry,Disease,Disease,Anthracnose,,Colletotrichum spp.,LLM:gpt-5.2,True,False
Gray Mold (Botrytis cinerea),Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Gray mold / Fruit rot,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Gray mold leaf blight,Blueberry,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Green June beetle larvae,Blueberry,Disease,Insects,Green June Beetle,,,LLM:gpt-5.2,True,False
Green Peach Aphid,Blueberry,Disease,Insects,Green Peach Aphid,,,LLM:gpt-5.2,True,False
Gypsy Moth,Blueberry,Disease,Insects,Gypsy Moth,,,LLM:gpt-5.2,True,False
Hard brown rot,Blueberry,Disease,Disease,Brown Rot,,Monilinia spp.,LLM:gpt-5.2,True,False
Helicotylenchus spp.,Blueberry,Disease,Disease,Spiral Nematodes,,,LLM:gpt-5.2,True,False
Heterodera spp.,Blueberry,Disease,Disease,Cyst Nematodes,,Heterodera spp.,LLM:gpt-5.2,True,False
Hoplolaimus spp.,Blueberry,Disease,Disease,Lance Nematodes,,Hoplolaimus spp.,LLM:gpt-5.2,True,False
Lance nematodes (Hoplolaimus species),Blueberry,Disease,Disease,Lance Nematodes,,Hoplolaimus spp.,LLM:gpt-5.2,True,False
Late Leaf Rust,Blueberry,Disease,Disease,Leaf Rust,,,LLM:gpt-5.2,True,False
Leaf Blight,Blueberry,Disease,Disease,Leaf Blight,,,LLM:gpt-5.2,True,False
Leaf Rust,Blueberry,Disease,Disease,Leaf Rust,,,LLM:gpt-5.2,True,False
Leaf Rust (Pucciniastrum vaccinii),Blueberry,Disease,Disease,Leaf Rust,,Pucciniastrum spp.,LLM:gpt-5.2,True,False
Leaf Spot (Septoria spp.),Blueberry,Disease,Disease,Septoria Leaf Spot and Stem Canker,,Septoria spp.,LLM:gpt-5.2,True,False
Leaf Spot and Blotch,Blueberry,Disease,Disease,Leaf Spot,,,LLM:gpt-5.2,True,False
Leaf Spot and Rot,Blueberry,Disease,Disease,Leaf Spot,,,LLM:gpt-5.2,True,False
Leaf Spot and Stem Canker,Blueberry,Disease,Disease,Septoria Leaf Spot and Stem Canker,,Septoria spp.,LLM:gpt-5.2,True,False
Leaf Spot and Stem Canker (Septoria albopunctata),Blueberry,Disease,Disease,Septoria Leaf Spot and Stem Canker,,Septoria spp.,LLM:gpt-5.2,True,False
Leaf and Cane Spot,Blueberry,Disease,Disease,Septoria Leaf Spot and Stem Canker,,Septoria spp.,LLM:gpt-5.2,True,False
Leaf and Cane Spot (Septoria rubi),Blueberry,Disease,Disease,Septoria Leaf Spot and Stem Canker,,Septoria spp.,LLM:gpt-5.2,True,False
Leather rot,Blueberry,Disease,Disease,Leather Rot,,,LLM:gpt-5.2,True,False
Leptosphaeria lindquistii,Blueberry,Disease,Disease,Leptosphaeria Leaf Spot,,Leptosphaeria spp.,LLM:gpt-5.2,True,False
Lesion nematodes (Pratylenchus species),Blueberry,Disease,Disease,Lesion Nematodes,,Pratylenchus spp.,LLM:gpt-5.2,True,False
Longidorus spp.,Blueberry,Disease,Disease,Needle Nematodes,,Longidorus spp.,LLM:gpt-5.2,True,False
Macrophomina phaseolina,Blueberry,Disease,Disease,Charcoal Rot,,Macrophomina spp.,LLM:gpt-5.2,True,False
Magnaporthe oryzae,Blueberry,Disease,Disease,Rice Blast,,Magnaporthe spp.,LLM:gpt-5.2,True,False
Meloidogyne spp.,Blueberry,Disease,Disease,Root-Knot Nematodes,,Meloidogyne spp.,LLM:gpt-5.2,True,False
"Mexican, southern, western, and northern corn rootworm larvae",Blueberry,Disease,Insects,Corn Rootworms,,,LLM:gpt-5.2,True,False
Microsphaeria (powdery mildew),Blueberry,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Monilinea fruit and blossom rot,Blueberry,Disease,Disease,Brown Rot,,Monilinia spp.,LLM:gpt-5.2,True,False
Monilinia,Blueberry,Disease,Disease,Brown Rot,,Monilinia spp.,LLM:gpt-5.2,True,False
"Monilinia (brown rot, mummy berry)",Blueberry,Disease,Disease,Mummy Berry,,Monilinia spp.,LLM:gpt-5.2,True,False
Monilinia Blight and Mummyberry Blight,Blueberry,Disease,Disease,Mummy Berry,,Monilinia spp.,LLM:gpt-5.2,True,False
Monilinia blight,Blueberry,Disease,Disease,Mummy Berry,,Monilinia spp.,LLM:gpt-5.2,True,False
Monilinia blight and mummy berry,Blueberry,Disease,Disease,Mummy Berry,,Monilinia spp.,LLM:gpt-5.2,True,False
Mummy Berry (Monilinia vaccinii-corymbosi),Blueberry,Disease,Disease,Mummy Berry,,Monilinia spp.,LLM:gpt-5.2,True,False
Mummy Berry (suppression),Blueberry,Disease,Disease,Mummy Berry,,Monilinia spp.,LLM:gpt-5.2,True,False
Mummy berry (M. vaccimicorymbosi),Blueberry,Disease,Disease,Mummy Berry,,Monilinia spp.,LLM:gpt-5.2,True,False
Mummyberry,Blueberry,Disease,Disease,Mummy Berry,,Monilinia spp.,LLM:gpt-5.2,True,False
Mummyberry Disease,Blueberry,Disease,Disease,Mummy Berry,,Monilinia spp.,LLM:gpt-5.2,True,False
Mummyberry Disease (Monilinia vaccinicorymbosi),Blueberry,Disease,Disease,Mummy Berry,,Monilinia spp.,LLM:gpt-5.2,True,False
Mummyberry Shoot Blight,Blueberry,Disease,Disease,Mummy Berry,,Monilinia spp.,LLM:gpt-5.2,True,False
Mummyberry blight,Blueberry,Disease,Disease,Mummy Berry,,Monilinia spp.,LLM:gpt-5.2,True,False
Mummypberry,Blueberry,Disease,Disease,Mummy Berry,,Monilinia spp.,LLM:gpt-5.2,True,False
Mycosphaerella,Blueberry,Disease,Disease,Mycosphaerella Leaf Spot,,Mycosphaerella spp.,LLM:gpt-5.2,True,False
Mycosphaerella spp.,Blueberry,Disease,Disease,Mycosphaerella Leaf Spot,,Mycosphaerella spp.,LLM:gpt-5.2,True,False
Needle nematodes (Longidorus species),Blueberry,Disease,Disease,Needle Nematodes,,Longidorus spp.,LLM:gpt-5.2,True,False
Neopestalotiopsis,Blueberry,Disease,Disease,Neopestalotiopsis Fruit Rot,,Neopestalotiopsis spp.,LLM:gpt-5.2,True,False
Neopestilotiopsis,Blueberry,Disease,Disease,Neopestilotiopsis Leaf Spot,,Neopestilotiopsis spp.,LLM:gpt-5.2,True,False
Olive Fruit Fly,Blueberry,Disease,Insects,Olive Fruit Fly,,,LLM:gpt-5.2,True,False
Olpidium,Blueberry,Disease,Disease,Olpidium Root Rot,,Olpidium spp.,LLM:gpt-5.2,True,False
Orange Rust,Blueberry,Disease,Disease,Orange Rust,,,LLM:gpt-5.2,True,False
P. aphanis (powdery mildew),Blueberry,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Pachymetra,Blueberry,Disease,Disease,Pachymetra Root Rot,,Pachymetra spp.,LLM:gpt-5.2,True,False
Paratylenchus spp.,Blueberry,Disease,Disease,Pin Nematodes,,Paratylenchus spp.,LLM:gpt-5.2,True,False
Penicillium,Blueberry,Disease,Disease,Blue Mold,,Penicillium spp.,LLM:gpt-5.2,True,False
Penicillium spp.,Blueberry,Disease,Disease,Blue Mold,,Penicillium spp.,LLM:gpt-5.2,True,False
Peronophthora,Blueberry,Disease,Disease,Downy Mildew,,Basidiophora spp.,LLM:gpt-5.2,True,False
Peronosclerospora,Blueberry,Disease,Disease,Downy Mildew,,Basidiophora spp.,LLM:gpt-5.2,True,False
Phoma (phoma canker),Blueberry,Disease,Disease,Phoma Canker,,Phoma spp.,LLM:gpt-5.2,True,False
Phomopis Twig Blight,Blueberry,Disease,Disease,Phomopsis Twig Blight,,Phomopsis spp.,LLM:gpt-5.2,True,False
"Phomopsis (Twig Blight, Cane and Stem Canker)",Blueberry,Disease,Disease,Phomopsis Twig Blight,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phomopsis Cane and Leaf Spot,Blueberry,Disease,Disease,Phomopsis Cane and Leaf Spot,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phomopsis Cane and Twig Blight,Blueberry,Disease,Disease,Phomopsis Twig Blight,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phomopsis Canker,Blueberry,Disease,Disease,Phomopsis Canker,,Phomopsis spp.,LLM:gpt-5.2,True,False
"Phomopsis Canker, Leaf Spot, Twig Blight and Fruit Rot (Phomopsis vaccinii)",Blueberry,Disease,Disease,Phomopsis Canker,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phomopsis Leaf Blight and Soft Rot,Blueberry,Disease,Disease,Phomopsis Fruit Rot,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phomopsis Leaf Spot,Blueberry,Disease,Disease,Phomopsis Cane and Leaf Spot,,Phomopsis spp.,LLM:gpt-5.2,True,False
"Phomopsis Leaf Spot, Twig Blight and Fruit Rot",Blueberry,Disease,Disease,Phomopsis Fruit Rot,,Phomopsis spp.,LLM:gpt-5.2,True,False
"Phomopsis Leaf Spot, Twig Blight, and Stem Canker",Blueberry,Disease,Disease,Phomopsis Canker,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phomopsis Stem Canker,Blueberry,Disease,Disease,Phomopsis Canker,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phomopsis Twig Blight,Blueberry,Disease,Disease,Phomopsis Twig Blight,,Phomopsis spp.,LLM:gpt-5.2,True,False
"Phomopsis Twig Blight, Fruit Rot, and Stem Canker",Blueberry,Disease,Disease,Phomopsis Fruit Rot,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phomopsis blight,Blueberry,Disease,Disease,Phomopsis Twig Blight,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phomopsis canker and twig blight,Blueberry,Disease,Disease,Phomopsis Canker,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phomopsis leaf blight / fruit rot,Blueberry,Disease,Disease,Phomopsis Fruit Rot,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phomopsis leaf blight and fruit rot,Blueberry,Disease,Disease,Phomopsis Fruit Rot,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phomopsis twig blight and canker,Blueberry,Disease,Disease,Phomopsis Canker,,Phomopsis spp.,LLM:gpt-5.2,True,False
Physoderma,Blueberry,Disease,Disease,Physoderma Leaf Spot,,Physoderma spp.,LLM:gpt-5.2,True,False
Phytophthora,Blueberry,Disease,Disease,Phytophthora Root Rot,,Phytophthora spp.,LLM:gpt-5.2,True,False
Phytophthora Root Rot,Blueberry,Disease,Disease,Phytophthora Root Rot,,Phytophthora spp.,LLM:gpt-5.2,True,False
Phytophthora Root Rot (Phytophthora spp.),Blueberry,Disease,Disease,Phytophthora Root Rot,,Phytophthora spp.,LLM:gpt-5.2,True,False
Phytophthora aerial blight,Blueberry,Disease,Disease,Phytophthora Aerial Blight,,Phytophthora spp.,LLM:gpt-5.2,True,False
Phytophthora spp.,Blueberry,Disease,Disease,Phytophthora Root Rot,,Phytophthora spp.,LLM:gpt-5.2,True,False
Phytophthora spp. (Phytophthora Root rot),Blueberry,Disease,Disease,Phytophthora Root Rot,,Phytophthora spp.,LLM:gpt-5.2,True,False
Pin nematodes (Paratylenchus species),Blueberry,Disease,Disease,Pin Nematodes,,Paratylenchus spp.,LLM:gpt-5.2,True,False
Plasmodiophora,Blueberry,Disease,Disease,Clubroot,,Plasmodiophora spp.,LLM:gpt-5.2,True,False
Plasmopara,Blueberry,Disease,Disease,Downy Mildew,,Basidiophora spp.,LLM:gpt-5.2,True,False
Podosphaera spp.,Blueberry,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Polymyxa,Blueberry,Disease,Disease,Polymyxa Root Disease,,Polymyxa spp.,LLM:gpt-5.2,True,False
Postharvest rots,Blueberry,Disease,Disease,Postharvest Rots,,,LLM:gpt-5.2,True,False
Powdery Mildew,Blueberry,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Powdery Mildew (Microsphaera vaccinii),Blueberry,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Powdery Mildew (Podosphaera aphanis),Blueberry,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Pratylenchus spp.,Blueberry,Disease,Disease,Lesion Nematodes,,Pratylenchus spp.,LLM:gpt-5.2,True,False
Pseudoperonospora,Blueberry,Disease,Disease,Downy Mildew,,Basidiophora spp.,LLM:gpt-5.2,True,False
Pythium damping off,Blueberry,Disease,Disease,Pythium Damping-Off,,Pythium spp.,LLM:gpt-5.2,True,False
Pythium root rot,Blueberry,Disease,Disease,Pythium Root Rot,,Pythium spp.,LLM:gpt-5.2,True,False
Radopholus spp.,Blueberry,Disease,Disease,Burrowing Nematode,,Radopholus spp.,LLM:gpt-5.2,True,False
Ralstonia solanacearum,Blueberry,Disease,Disease,Bacterial Wilt,,Ralstonia spp.,LLM:gpt-5.2,True,False
Reniform nematode (Rotylenchulus reniformis),Blueberry,Disease,Disease,Reniform Nematode,,Rotylenchulus spp.,LLM:gpt-5.2,True,False
Rhizoctonia,Blueberry,Disease,Disease,Rhizoctonia Root Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Rhizoctonia Seedling Root Rot,Blueberry,Disease,Disease,Rhizoctonia Root Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Rhizoctonia Solani,Blueberry,Disease,Disease,Rhizoctonia Root Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Rhizoctonia bud and Crown rot,Blueberry,Disease,Disease,Rhizoctonia Root and Crown Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Rhizoctonia root rot,Blueberry,Disease,Disease,Rhizoctonia Root Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Rhizophydium,Blueberry,Disease,Disease,Rhizophydium Disease,,Rhizophydium spp.,LLM:gpt-5.2,True,False
Rhizopus Rot,Blueberry,Disease,Disease,Rhizopus Fruit Rot,,Rhizopus spp.,LLM:gpt-5.2,True,False
Rhizopus fruit rot,Blueberry,Disease,Disease,Rhizopus Fruit Rot,,Rhizopus spp.,LLM:gpt-5.2,True,False
"Ring nematodes (Criconemoides, Criconemella and Mesocriconema species)",Blueberry,Disease,Disease,Ring Nematodes,,,LLM:gpt-5.2,True,False
Ripe Rot,Blueberry,Disease,Disease,Anthracnose (Ripe Rot),,Colletotrichum spp.,LLM:gpt-5.2,True,False
Root or crown diseases,Blueberry,Disease,Disease,Root and Crown Diseases,,,LLM:gpt-5.2,True,False
Root rot,Blueberry,Disease,Disease,Root Rot,,,LLM:gpt-5.2,True,False
Root rot (Phytophthora spp.),Blueberry,Disease,Disease,Phytophthora Root Rot,,Phytophthora spp.,LLM:gpt-5.2,True,False
Root-knot nematodes (Meloidogyne species),Blueberry,Disease,Disease,Root-Knot Nematodes,,Meloidogyne spp.,LLM:gpt-5.2,True,False
Rose Chafer,Blueberry,Disease,Insects,Rose Chafer,,,LLM:gpt-5.2,True,False
Rosellinia spp.,Blueberry,Disease,Disease,Rosellinia Root Rot,,Rosellinia spp.,LLM:gpt-5.2,True,False
Rotylenchulus spp.,Blueberry,Disease,Disease,Reniform Nematode,,Rotylenchulus spp.,LLM:gpt-5.2,True,False
Rust (Pucciniastrum vaccinii),Blueberry,Disease,Disease,Leaf Rust,,Pucciniastrum spp.,LLM:gpt-5.2,True,False
