original_target_name,original_crop,original_target_type,source_target_type,new_target_name,new_target_type,new_target_species,source_refined,deployed,main_target_list,__needs
Panicum (Common & Fall),Cabbage,Weeds,Weeds,,,,,True,False,True
Panicum (Common),Cabbage,Weeds,Weeds,,,,,True,False,True
Panicum (Fall),Cabbage,Weeds,Weeds,,,,,True,False,True
Perennial Grasses and Sedge,Cabbage,Weeds,Weeds,,,,,True,False,True
Prickly Sida,Cabbage,Weeds,Weeds,,,,,True,False,True
Redroot Pigweed,Cabbage,Weeds,Weeds,,,,,True,False,True
"Sowthistle, Annual",Cabbage,Weeds,Weeds,,,,,True,False,True
Sprangletop,Cabbage,Weeds,Weeds,,,,,True,False,True
Spurred Anoda,Cabbage,Weeds,Weeds,,,,,True,False,True
"Thistle, Canada",Cabbage,Weeds,Weeds,,,,,True,False,True
Venice Mallow,Cabbage,Weeds,Weeds,,,,,True,False,True
annual grass weeds,Cabbage,Weeds,Weeds,,,,,True,False,True
armyworms (including beet armyworm),Cabbage,Weeds,Insects,,,,,True,False,True
"chamomile, false",Cabbage,Weeds,Weeds,,,,,True,False,True
control of sucker growth,Cabbage,Weeds,Growth Regulation,,,,,True,False,True
emerged weeds,Cabbage,Weeds,Weeds,,,,,True,False,True
established weeds,Cabbage,Weeds,Weeds,,,,,True,False,True
grass weeds,Cabbage,Weeds,Weeds,,,,,True,False,True
maximum vegetative burndown,Cabbage,Weeds,Growth Regulation,,,,,True,False,True
mosses and cryptogam,Cabbage,Weeds,Weeds,,,,,True,False,True
perennial grass weeds,Cabbage,Weeds,Weeds,,,,,True,False,True
perennial grasses,Cabbage,Weeds,Weeds,,,,,True,False,True
perennial herbaceous plants,Cabbage,Weeds,Weeds,,,,,True,False,True
"purslane, common",Cabbage,Weeds,Weeds,,,,,True,False,True
residual weeds,Cabbage,Weeds,Weeds,,,,,True,False,True
weeds listed in Table 7,Cabbage,Weeds,Weeds,,,,,True,False,True
woody weeds,Cabbage,Weeds,Weeds,,,,,True,False,True
Carpetweed,Carrots,Insects,Weeds,,,,,True,False,True
Galinsoga,Carrots,Insects,Weeds,,,,,True,False,True
Horseweed,Carrots,Insects,Weeds,,,,,True,False,True
Lambsquarters,Carrots,Insects,Weeds,,,,,True,False,True
Pigweed,Carrots,Insects,Weeds,,,,,True,False,True
Pineappleweed,Carrots,Insects,Weeds,,,,,True,False,True
Prickly Lettuce,Carrots,Insects,Weeds,,,,,True,False,True
Mustard,Carrots,Weeds,Weeds,,,,,True,False,True
Shepherdspurse,Carrots,Weeds,Weeds,,,,,True,False,True
broadleaf and grass weeds,Clearfield Corn,Weeds,Weeds,,,,,True,False,True
Achlya,Corn,Disease,Disease,,,,,True,False,True
Aggregate sheath spot,Corn,Disease,Disease,,,,,True,False,True
Albugo,Corn,Disease,Disease,,,,,True,False,True
Alfalfa Worms,Corn,Disease,Insects,,,,,True,False,True
Alternaria,Corn,Disease,Disease,,,,,True,False,True
Alternaria Leaf Spot,Corn,Disease,Disease,,,,,True,False,True
Alternaria blight,Corn,Disease,Disease,,,,,True,False,True
Alternaria spp.,Corn,Disease,Disease,,,,,True,False,True
Annual and biennial weeds,Corn,Disease,Weeds,,,,,True,False,True
Anthracnose,Corn,Disease,Disease,,,,,True,False,True
Anthracnose (Colletotrichum graminicola),Corn,Disease,Disease,,,,,True,False,True
Anthracnose Leaf Blight,Corn,Disease,Disease,,,,,True,False,True
Anthracnose Stalk Rot,Corn,Disease,Disease,,,,,True,False,True
Anthracnose leaf blight and stalk rot,Corn,Disease,Disease,,,,,True,False,True
Anthracnose leaf blight and stalk rot (Colletotrichum graminicola),Corn,Disease,Disease,,,,,True,False,True
Aphanomyces,Corn,Disease,Disease,,,,,True,False,True
Aphid spp.,Corn,Disease,Insects,,,,,True,False,True
Aphids,Corn,Disease,Insects,,,,,True,False,True
Armillaria Root Rot,Corn,Disease,Disease,,,,,True,False,True
Armillaria spp.,Corn,Disease,Disease,,,,,True,False,True
Armyworm,Corn,Disease,Insects,,,,,True,False,True
Armyworm Species,Corn,Disease,Insects,,,,,True,False,True
Armyworm spp.,Corn,Disease,Insects,,,,,True,False,True
"Armyworm, fall",Corn,Disease,Insects,,,,,True,False,True
"Armyworm, southern",Corn,Disease,Insects,,,,,True,False,True
Ascochyta Leaf Scorch (Spot),Corn,Disease,Disease,,,,,True,False,True
Ascochyta Leaf Spot,Corn,Disease,Disease,,,,,True,False,True
Ascochyta leaf and pod spot,Corn,Disease,Disease,,,,,True,False,True
Ascochyta spp.,Corn,Disease,Disease,,,,,True,False,True
Asiatic garden beetle,Corn,Disease,Insects,,,,,True,False,True
Aspergillus,Corn,Disease,Disease,,,,,True,False,True
Aspergillus ear rot,Corn,Disease,Disease,,,,,True,False,True
Aspergillus ear rots (suppression),Corn,Disease,Disease,,,,,True,False,True
Aspergillus spp.,Corn,Disease,Disease,,,,,True,False,True
Aster leafhopper,Corn,Disease,Insects,,,,,True,False,True
Atlantic Mite,Corn,Disease,Insects,,,,,True,False,True
Bacteria blight or streak,Corn,Disease,Disease,,,,,True,False,True
Bacterial Blight,Corn,Disease,Disease,,,,,True,False,True
Bacterial Blight/Streak,Corn,Disease,Disease,,,,,True,False,True
Bacterial Leaf Blight,Corn,Disease,Disease,,,,,True,False,True
Bacterial Leaf Streak,Corn,Disease,Disease,,,,,True,False,True
Bacterial Silk Rot,Corn,Disease,Disease,,,,,True,False,True
Bacterial Soft Rot,Corn,Disease,Disease,,,,,True,False,True
Bacterial Spot,Corn,Disease,Disease,,,,,True,False,True
Bacterial blight and streak,Corn,Disease,Disease,,,,,True,False,True
"Bacterial blights (halo, common and brown spot)",Corn,Disease,Disease,,,,,True,False,True
Bacterial leaf spot,Corn,Disease,Disease,,,,,True,False,True
Bacterial stalk rot,Corn,Disease,Disease,,,,,True,False,True
Bakanae,Corn,Disease,Disease,,,,,True,False,True
Baknae Disease,Corn,Disease,Disease,,,,,True,False,True
Banded Leaf and Sheath Spot,Corn,Disease,Disease,,,,,True,False,True
Banks grass mite,Corn,Disease,Insects,,,,,True,False,True
Basidiophora,Corn,Disease,Disease,,,,,True,False,True
Basil Downy Mildew,Corn,Disease,Disease,,,,,True,False,True
Bean leaf Beetles,Corn,Disease,Insects,,,,,True,False,True
Beetle larvae,Corn,Disease,Insects,,,,,True,False,True
Beetles,Corn,Disease,Insects,,,,,True,False,True
Billbugs,Corn,Disease,Insects,,,,,True,False,True
Bindweed,Corn,Disease,Weeds,,,,,True,False,True
Bird Cherry-Oat Aphid,Corn,Disease,Insects,,,,,True,False,True
Black Point,Corn,Disease,Disease,,,,,True,False,True
Black Sigatoka,Corn,Disease,Disease,,,,,True,False,True
Black Spot,Corn,Disease,Disease,,,,,True,False,True
Blast,Corn,Disease,Disease,,,,,True,False,True
Blast of rice,Corn,Disease,Disease,,,,,True,False,True
"Blight, Leaf Spot and Rot",Corn,Disease,Disease,,,,,True,False,True
Blossom Blight,Corn,Disease,Disease,,,,,True,False,True
Boll Worms,Corn,Disease,Insects,,,,,True,False,True
Boll weevils,Corn,Disease,Insects,,,,,True,False,True
Borers,Corn,Disease,Insects,,,,,True,False,True
Botrytis Blight,Corn,Disease,Disease,,,,,True,False,True
Botrytis cinerea,Corn,Disease,Disease,,,,,True,False,True
Botrytis spp,Corn,Disease,Disease,,,,,True,False,True
Broadleaf weeds,Corn,Disease,Weeds,,,,,True,False,True
Brown Leaf Spot,Corn,Disease,Disease,,,,,True,False,True
Brown Marmorated Stink Bug,Corn,Disease,Insects,,,,,True,False,True
Brown Rot,Corn,Disease,Disease,,,,,True,False,True
"Brown Rot, Leaf Spot, Smut",Corn,Disease,Disease,,,,,True,False,True
"Brown rot, Leaf Spots and Smuts",Corn,Disease,Disease,,,,,True,False,True
"Brown rot, leaf spot",Corn,Disease,Disease,,,,,True,False,True
Brown spot,Corn,Disease,Disease,,,,,True,False,True
Brown spot of rice,Corn,Disease,Disease,,,,,True,False,True
Budworms,Corn,Disease,Insects,,,,,True,False,True
Bunch Rot,Corn,Disease,Disease,,,,,True,False,True
"Bunt, Stinking Smut",Corn,Disease,Disease,,,,,True,False,True
Burkholderia glumae,Corn,Disease,Disease,,,,,True,False,True
Cabbage loopers,Corn,Disease,Insects,,,,,True,False,True
Canada thistle,Corn,Disease,Weeds,,,,,True,False,True
Carmine spider mite,Corn,Disease,Insects,,,,,True,False,True
Casebearers,Corn,Disease,Insects,,,,,True,False,True
Caterpillars,Corn,Disease,Insects,,,,,True,False,True
Caterpillars and loopers,Corn,Disease,Insects,,,,,True,False,True
Cephalosporium maydis,Corn,Disease,Disease,,,,,True,False,True
Cercospora (Cercospora arachidicola),Corn,Disease,Disease,,,,,True,False,True
Cercospora Blight,Corn,Disease,Disease,,,,,True,False,True
Cercospora Leaf Spot,Corn,Disease,Disease,,,,,True,False,True
Cercospora leaf blight,Corn,Disease,Disease,,,,,True,False,True
Cercospora zeae-maydis,Corn,Disease,Disease,,,,,True,False,True
"Charcoal Rot, Vascular Rot, Root Rot",Corn,Disease,Disease,,,,,True,False,True
Charcoal rot,Corn,Disease,Disease,,,,,True,False,True
Chinch bugs,Corn,Disease,Insects,,,,,True,False,True
Cladosporium spp.,Corn,Disease,Disease,,,,,True,False,True
Codling Moth,Corn,Disease,Insects,,,,,True,False,True
Colorado Potato Beetle,Corn,Disease,Insects,,,,,True,False,True
Common Smut,Corn,Disease,Disease,,,,,True,False,True
Common or Southern Rust,Corn,Disease,Disease,,,,,True,False,True
Common rust,Corn,Disease,Disease,,,,,True,False,True
Common rust - Puccinia sorghi,Corn,Disease,Disease,,,,,True,False,True
Corn Earworms,Corn,Disease,Insects,,,,,True,False,True
Corn Flea Beetles,Corn,Disease,Insects,,,,,True,False,True
Corn Leaf Blight (Northern & Southern),Corn,Disease,Disease,,,,,True,False,True
Corn Rootworm (Adult),Corn,Disease,Insects,,,,,True,False,True
Corn Rootworm Larvae,Corn,Disease,Insects,,,,,True,False,True
Corn beetles,Corn,Disease,Insects,,,,,True,False,True
Corn head smut (seed- and soil-borne Sphacelotheca reiliana),Corn,Disease,Disease,,,,,True,False,True
Corn rootworm larvae (Northern),Corn,Disease,Insects,,,,,True,False,True
"Corn rootworm larvae (Northern, Southern and Western)",Corn,Disease,Insects,,,,,True,False,True
Corn rootworm larvae (Southern),Corn,Disease,Insects,,,,,True,False,True
Corn rootworm larvae (Western),Corn,Disease,Insects,,,,,True,False,True
Corn rootworms,Corn,Disease,Insects,,,,,True,False,True
Corn smut,Corn,Disease,Disease,,,,,True,False,True
Coryneum Blight,Corn,Disease,Disease,,,,,True,False,True
Crown Rot,Corn,Disease,Disease,,,,,True,False,True
"Crown Rot, Damping-Off Fungus, Gray Mold, Leaf Blight",Corn,Disease,Disease,,,,,True,False,True
Cucumber Beetle (Adult),Corn,Disease,Insects,,,,,True,False,True
Cucumber Beetles,Corn,Disease,Insects,,,,,True,False,True
Curvularia leaf spot,Corn,Disease,Disease,,,,,True,False,True
Cut Worms,Corn,Disease,Insects,,,,,True,False,True
Cutworm spp.,Corn,Disease,Insects,,,,,True,False,True
Cylindrocladium,Corn,Disease,Disease,,,,,True,False,True
Cyst Nematode (Heterodera spp.),Corn,Disease,Disease,,,,,True,False,True
Cyst nematode,Corn,Disease,Disease,,,,,True,False,True
Dagger,Corn,Disease,Other,,,,,True,False,True
Dagger Nematode,Corn,Disease,Disease,,,,,True,False,True
Damping off,Corn,Disease,Disease,,,,,True,False,True
"Damping off, seedling blights, and root or crown diseases",Corn,Disease,Disease,,,,,True,False,True
Damping off/root or crown diseases,Corn,Disease,Disease,,,,,True,False,True
Damping-off and root diseases,Corn,Disease,Disease,,,,,True,False,True
Damping-off caused by seed-borne and soil-borne fungi,Corn,Disease,Disease,,,,,True,False,True
Damping-off fungus,Corn,Disease,Disease,,,,,True,False,True
Damping-off fungus (Pythium spp.),Corn,Disease,Disease,,,,,True,False,True
Damping-off fungus (Rhizoctonia spp.),Corn,Disease,Disease,,,,,True,False,True
Decay caused by seed-borne and soil-borne fungi,Corn,Disease,Disease,,,,,True,False,True
"Decay, damping-off, and seedling blight caused by seed-borne and soil-borne fungi.",Corn,Disease,Disease,,,,,True,False,True
Diamondback Moth,Corn,Disease,Insects,,,,,True,False,True
Didymella bryoniae,Corn,Disease,Disease,,,,,True,False,True
Die-back,Corn,Disease,Disease,,,,,True,False,True
Dingy cutworm,Corn,Disease,Insects,,,,,True,False,True
Diplodia Seed Rot,Corn,Disease,Disease,,,,,True,False,True
Diplodia Seed Rot and Seedling Blight,Corn,Disease,Disease,,,,,True,False,True
Diplodia ear rot,Corn,Disease,Disease,,,,,True,False,True
Dogbane,Corn,Disease,Weeds,,,,,True,False,True
Downy mildew,Corn,Disease,Disease,,,,,True,False,True
Ear Rot (Fusarium spp. or Gibberella spp.),Corn,Disease,Disease,,,,,True,False,True
Ear Rots,Corn,Disease,Disease,,,,,True,False,True
Ear Worms,Corn,Disease,Insects,,,,,True,False,True
Early blight,Corn,Disease,Disease,,,,,True,False,True
Earwigs,Corn,Disease,Insects,,,,,True,False,True
English Grain Aphid,Corn,Disease,Insects,,,,,True,False,True
Erwinia,Corn,Disease,Disease,,,,,True,False,True
European corn borer,Corn,Disease,Insects,,,,,True,False,True
Eye Spot,Corn,Disease,Disease,,,,,True,False,True
Eye Spot (Aureobasidium zeae),Corn,Disease,Disease,,,,,True,False,True
"Eye spot (Aureobasidium zeae, Kabatiella zeae)",Corn,Disease,Disease,,,,,True,False,True
Eyespot (Kabatiella zeae),Corn,Disease,Disease,,,,,True,False,True
Fagot Worms,Corn,Disease,Insects,,,,,True,False,True
Fall Armyworms,Corn,Disease,Insects,,,,,True,False,True
False chinch bug,Corn,Disease,Insects,,,,,True,False,True
Fireblight,Corn,Disease,Disease,,,,,True,False,True
Flea Beetle spp.,Corn,Disease,Insects,,,,,True,False,True
Flea beetles,Corn,Disease,Insects,,,,,True,False,True
Fleahoppers,Corn,Disease,Insects,,,,,True,False,True
Flies,Corn,Disease,Insects,,,,,True,False,True
"Foot Rot, Seedling Blight, Head Blight",Corn,Disease,Disease,,,,,True,False,True
Frog-eyed Leaf Spot,Corn,Disease,Disease,,,,,True,False,True
Fruit Flies,Corn,Disease,Insects,,,,,True,False,True
Fungi/oomycetes,Corn,Disease,Disease,,,,,True,False,True
Fungus Gnats,Corn,Disease,Insects,,,,,True,False,True
Fusarium,Corn,Disease,Disease,,,,,True,False,True
Fusarium Ear Rot,Corn,Disease,Disease,,,,,True,False,True
Fusarium Stalk Rot,Corn,Disease,Disease,,,,,True,False,True
"Fusarium Stalk Rot, Seedling Root Rot",Corn,Disease,Disease,,,,,True,False,True
Fusarium Stalk and Crown Rot,Corn,Disease,Disease,,,,,True,False,True
Fusarium ear blight,Corn,Disease,Disease,,,,,True,False,True
Fusarium ear rots (suppression),Corn,Disease,Disease,,,,,True,False,True
Fusarium head blight,Corn,Disease,Disease,,,,,True,False,True
Fusarium seed/seedling dieback,Corn,Disease,Disease,,,,,True,False,True
Fusarium seedling blight,Corn,Disease,Disease,,,,,True,False,True
Fusarium seedling blight (Fusarium spp.),Corn,Disease,Disease,,,,,True,False,True
Fusarium spp.,Corn,Disease,Disease,,,,,True,False,True
Fusarium wilt,Corn,Disease,Disease,,,,,True,False,True
Garden symphylan,Corn,Disease,Insects,,,,,True,False,True
Gibberella,Corn,Disease,Disease,,,,,True,False,True
Gibberella Ear Rot,Corn,Disease,Disease,,,,,True,False,True
Gibberella ear rots (suppression),Corn,Disease,Disease,,,,,True,False,True
Gibberella fujikuroi,Corn,Disease,Disease,,,,,True,False,True
Giberella ear and stalk rot,Corn,Disease,Disease,,,,,True,False,True
Gnats,Corn,Disease,Insects,,,,,True,False,True
Goss’s Wilt,Corn,Disease,Disease,,,,,True,False,True
Goss’s Wilt (suppression only),Corn,Disease,Disease,,,,,True,False,True
Grain Molds,Corn,Disease,Disease,,,,,True,False,True
Grain fungi complex,Corn,Disease,Disease,,,,,True,False,True
Grape Berry Moths,Corn,Disease,Insects,,,,,True,False,True
Grape colaspis (adult),Corn,Disease,Insects,,,,,True,False,True
Grape phylloxera,Corn,Disease,Insects,,,,,True,False,True
Grass banks mite,Corn,Disease,Insects,,,,,True,False,True
Grasshopper spp.,Corn,Disease,Insects,,,,,True,False,True
Gray Leaf Spot,Corn,Disease,Disease,,,,,True,False,True
Gray leaf spot (Cercospora zea-maydis),Corn,Disease,Disease,,,,,True,False,True
Gray mold,Corn,Disease,Disease,,,,,True,False,True
Greasy Spot,Corn,Disease,Disease,,,,,True,False,True
Green Cloverworm,Corn,Disease,Insects,,,,,True,False,True
Grey Leaf Spot,Corn,Disease,Disease,,,,,True,False,True
Gross’s Wilt,Corn,Disease,Disease,,,,,True,False,True
Grubs,Corn,Disease,Insects,,,,,True,False,True
Gypsy Moths,Corn,Disease,Insects,,,,,True,False,True
H. carbonum,Corn,Disease,Disease,,,,,True,False,True
H. turcicum,Corn,Disease,Disease,,,,,True,False,True
Halo Blight,Corn,Disease,Disease,,,,,True,False,True
Head Blight and Head Scab,Corn,Disease,Disease,,,,,True,False,True
Head Smut,Corn,Disease,Disease,,,,,True,False,True
Head smut (Sphacelotheca reiliana),Corn,Disease,Disease,,,,,True,False,True
Helmintho-sporium leaf blight,Corn,Disease,Disease,,,,,True,False,True
Helminthosporium leaf blights (Helminthosporium spp.),Corn,Disease,Disease,,,,,True,False,True
Helminthosporium maydis,Corn,Disease,Disease,,,,,True,False,True
Hessian Fly,Corn,Disease,Insects,,,,,True,False,True
Holcus Leaf Spot,Corn,Disease,Disease,,,,,True,False,True
Hornworms,Corn,Disease,Insects,,,,,True,False,True
Imported fire ant,Corn,Disease,Insects,,,,,True,False,True
Japanese Beetle,Corn,Disease,Insects,,,,,True,False,True
Japanese Beetle (Adult),Corn,Disease,Insects,,,,,True,False,True
Japanese beetle larvae,Corn,Disease,Insects,,,,,True,False,True
Kabatiella zeae,Corn,Disease,Disease,,,,,True,False,True
Lance,Corn,Disease,Other,,,,,True,False,True
Lance Nematode,Corn,Disease,Disease,,,,,True,False,True
Leaf Blights,Corn,Disease,Disease,,,,,True,False,True
Leaf Miners,Corn,Disease,Insects,,,,,True,False,True
Leaf Perforators,Corn,Disease,Insects,,,,,True,False,True
"Leaf Rust, Black Stem Rust, Red Rust",Corn,Disease,Disease,,,,,True,False,True
Leaf Smut,Corn,Disease,Disease,,,,,True,False,True
Leaf Spot,Corn,Disease,Disease,,,,,True,False,True
"Leaf Spot, Leaf and Glume Blotch",Corn,Disease,Disease,,,,,True,False,True
Leaf and Glume Blotch,Corn,Disease,Disease,,,,,True,False,True
Leaf spots (Alternaria spp.),Corn,Disease,Disease,,,,,True,False,True
Leafhopper spp.,Corn,Disease,Insects,,,,,True,False,True
Leafhoppers,Corn,Disease,Insects,,,,,True,False,True
Leafrollers,Corn,Disease,Insects,,,,,True,False,True
Leptosphaeria lindquistii,Corn,Disease,Disease,,,,,True,False,True
Lesion,Corn,Disease,Other,,,,,True,False,True
Lesion Nematode (suppression),Corn,Disease,Disease,,,,,True,False,True
Lesion nematode,Corn,Disease,Disease,,,,,True,False,True
Lesser Cornstalk Borer,Corn,Disease,Insects,,,,,True,False,True
Loopers,Corn,Disease,Insects,,,,,True,False,True
Lygus Bug,Corn,Disease,Insects,,,,,True,False,True
Macrophomina,Corn,Disease,Disease,,,,,True,False,True
Macrophomina phaseolina,Corn,Disease,Disease,,,,,True,False,True
Maggots,Corn,Disease,Insects,,,,,True,False,True
Magnaporthe oryzae,Corn,Disease,Disease,,,,,True,False,True
Magnaporthe spp.,Corn,Disease,Disease,,,,,True,False,True
Maize Billbugs,Corn,Disease,Insects,,,,,True,False,True
Meadow Spittlebug,Corn,Disease,Insects,,,,,True,False,True
Mealybugs,Corn,Disease,Insects,,,,,True,False,True
Mexican Beetles,Corn,Disease,Insects,,,,,True,False,True
Mexican corn rootworm larvae,Corn,Disease,Insects,,,,,True,False,True
Mildew,Corn,Disease,Disease,,,,,True,False,True
Mite,Corn,Disease,Insects,,,,,True,False,True
Mites (Atlantic),Corn,Disease,Insects,,,,,True,False,True
"Mites (Atlantic, Bank’s grass, Pacific, Red spider, Strawberry, Two-spotted)",Corn,Disease,Insects,,,,,True,False,True
Mites (Banks grass),Corn,Disease,Insects,,,,,True,False,True
Mites (Pacific),Corn,Disease,Insects,,,,,True,False,True
Mites (Red spider),Corn,Disease,Insects,,,,,True,False,True
Mites (Two-spotted),Corn,Disease,Insects,,,,,True,False,True
Molds,Corn,Disease,Disease,,,,,True,False,True
Moth,Corn,Disease,Insects,,,,,True,False,True
Mummy Berry,Corn,Disease,Disease,,,,,True,False,True
Mycosphaerella spp.,Corn,Disease,Disease,,,,,True,False,True
Narrow brown leaf spot of rice,Corn,Disease,Disease,,,,,True,False,True
Needle Nematode,Corn,Disease,Disease,,,,,True,False,True
Nematode,Corn,Disease,Disease,,,,,True,False,True
Nematodes: Dagger,Corn,Disease,Disease,,,,,True,False,True
Nematodes: Lance,Corn,Disease,Disease,,,,,True,False,True
